"141","032 [F.2]","Der Stall",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"142","033 [F.3]","033 [F.3]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"143","040 [F.1]","040 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"144","035/36 [F.3]","035/36 [F.3]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"145","011/12 [F.1]","Weidgang und Pflege des Rindviehs",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"146","083 [F.1]","083 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"147","123 [F.3]","123 [F.3]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"148","038/39a [F.3]","038/39a [F.3]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"149","179 [F.1]","Verschiedenes",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"150","057 [F.3]","057 [F.3]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0","1"
"151","156 [F.3]","Wiesen und Weiden (Zuerst feststellen, ob außer der Talstufe noch andere Grasbewirtschaftungen vorhanden sind)",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"152","070/71 [F.3]","070/71 [F.3]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"153","188 [F.1]","188 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"154","069 [F.1]","069 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"155","134 [F.3]","134 [F.3]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"156","198 [F.1]","198 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"157","151 [F.3]","151 [F.3]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"158","094 [F.2]","094 [F.2]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0","1"
"159","149 [F.2]","149 [F.2]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0","1"
"160","095 [F.3]","095 [F.3]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"161","110 [F.1]","110 [F.1]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"162","030 [F.3]","Hund",,"0",,"gabrielskript",,"0","0","0","0","0","0","1"
"163","142 [F.3]","142 [F.3]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"164","143 [F.3]","143 [F.3]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"165","143 [F.2]","143 [F.2]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0","1"
"166","081 [F.2]","081 [F.2]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"167","152 [F.2]","152 [F.2]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0",NULL
"168","124 [F.3]","124 [F.3]",NULL,NULL,NULL,"gabrielskript",NULL,"0","0","0","0","0","0","1"
