"influences";"influenced"
"John Maynard Keyn";"John Stuart Mill"
"John Wesley";"Jan H"
"José Saram";"Miguel de Cervan"
"Kate Chopin";"Guy de Maupassan"
"Kenneth Arrow";"Joseph Schum"
"L. Sprague de Cam";"Robert E. How"
"Leigh Brack";"Robert E. How"
"Martin H";"Gottfried Wilhelm Leibniz"
"Martin H";"Heracl"
"Martin H";"Immanuel Kan"
"Martin H";"Oswald Spengl"
"Martin H";"Parmen"
"Milan Kun";"Henry Fieldin"
"Milton Berl";"Groucho Marx"
"Moliè";"Giordano Brun"
"O. Henry";"Guy de Maupassan"
"Otto Hahn";"Lise Meitn"
"Pope Benedict XVI";"Pierre Teilhard de Chardin"
"Rudolf Carn";"Ludwig Wittgenstein"
"Salman R";"Italo Calvin"
"Saul Kripk";"Ludwig Wittgenstein"
"Seamus Heaney";"Robert F"
"Steven Pink";"Richard Dawkin"
"Talcott Parson";"Max W"
"Theodor W. Adorn";"Max W"
"Thomas H";"Niccolò Machiavell"
"Thomas Mann";"George El"
"Thomas Mann";"Knut Hamsun"
"Thomas Pain";"Jean-Jacques R"
"Thomas Pain";"John Lock"
"Thomas Pynchon";"Jack K"
"Thomas Pynchon";"Laurence Stern"
"Thomas R";"George Berkeley"
"Tim Berners-L";"Jon Postel"
"Timothy Leary";"Marshall McLuhan"
"Tom Clancy";"Robert A. Heinlein"
"Tom W";"Jack K"
"Torquato T";"H"
"Torquato T";"Ludovico A"
"Umberto E";"Italo Calvin"
"Virginia Woolf";"George El"
"Virginia Woolf";"Laurence Stern"
"Vladimir Nabokov";"Gustave Fl"
"Vladimir Nabokov";"Robert Louis Stevenson"
"Vol";"John Lock"
"Vol";"Miguel de Cervan"
"W. H. Auden";"John Donn"
"Walt Whitman";"Ralph Waldo Emerson"
"Wilhelm von Humbol";"Johann Gottlieb F"
"William Thomson, 1st Baron Kelvin";"Nicolas Léonard Sadi Carn"
"Wolfgang Paul";"Niels B"
"Woody Allen";"Groucho Marx"
"Émile Durkheim";"Jean-Jacques R"
"Émile Zol";"Gustave Fl"
"Alok Bhargav";"Herbert A. Simon"
"Antonio N";"Gilles Deleuz"
"Antonio N";"Niccolò Machiavell"
"Brian McNaughton";"Robert E. How"
"C.M.I.M. Matthiessen";"Michael Halliday"
"Henry Briggs (mathematician)";"John N"
"Lewis Terman";"Hermann Ebbin"
"Paul Levinson";"Karl P"
"Paul Levinson";"Marshall McLuhan"
"Peter Sloterdijk";"Gilles Deleuz"
"Walter P";"Heracl"
"Douglas Rushkoff";"Marshall McLuhan"
"John Shannon (novelist)";"Raymond Chandl"
"Jeremiah Staml";"Maimon"
"Karel Hlaváček";"Karel Hynek Má"
"Platon Kostiuk";"John Eccles (neurophysiologist)"
"Luce Irigaray";"Jacques Lacan"
"Margo Wilson";"Richard Dawkin"
"Paul Nitz";"Oswald Spengl"
"Thomas L";"Peter Wessel Zapff"
"Cornelius C";"Max W"
"Roger C";"John Stuart Mill"
"David Haig (biologist)";"Richard Dawkin"
"Robert Weinberg (author)";"Robert E. How"
"Amanda Fil";"Italo Calvin"
"Charles R. Saun";"Robert E. How"
"Ha-Joon Chan";"Joseph Schum"
"Scott Lyn";"George R. R. Martin"
"Stephenie Mey";"Louisa May Al"
"Amos Tversky";"Herbert A. Simon"
"Anthony Collin";"John Lock"
"Erving Goffman";"Jean-Paul S"
"Friedrich Schleierm";"Johann Gottlieb F"
"Félix Ravaisson-Mollien";"Gottfried Wilhelm Leibniz"
"Ivan Turgenev";"Gustave Fl"
"Johann Friedrich H";"Johann Gottlieb F"
"Ludwig Tieck";"Johann Gottlieb F"
"Léopold Sédar Sen";"Pierre Teilhard de Chardin"
"Nicolas Malebran";"René D"
"Peter Medaw";"Karl P"
"Pierre de Ron";"H"
"Ron Paul";"Milton Friedman"
"Ron Paul";"Murray R"
"Rudolf Cl";"Nicolas Léonard Sadi Carn"
"Slavoj Žižek";"Jacques Lacan"
"Alain B";"Jacques Lacan"
"Alain B";"Jean-Paul S"
"Alain B";"Paul Cohen"
"Karl Polany";"Max W"
"H";"Py"
"Luis de León";"H"
"J.R. Martin";"Michael Halliday"
"Scott Sumn";"Milton Friedman"
"Levi Bryan";"Gilles Deleuz"
"Mário Ferreira dos San";"Gottfried Wilhelm Leibniz"
"August Wilhelm Schlegel";"Immanuel Kan"
"Borden Parker Bown";"George Berkeley"
"Edith Pen";"Joseph Schum"
"Ernest Gelln";"Karl P"
"James Wright (poet)";"Robert F"
"Jean P";"Immanuel Kan"
"Jerome of P";"Jan H"
"John Rawl";"Immanuel Kan"
"John Rawl";"Jean-Jacques R"
"John Rawl";"John Stuart Mill"
"Joseph A";"Karl P"
"Karl Wilhelm Friedrich Schlegel";"Immanuel Kan"
"Maria Mon";"Jean-Jacques R"
"Mark Twain";"Miguel de Cervan"
"Martin L";"Jan H"
"Melissus of Sam";"Parmen"
"Pierre-Joseph Proudhon";"Jean-Jacques R"
"Pierre de Ferm";"Gerolamo Cardan"
"Robert Solow";"Joseph Schum"
"William King (author)";"Robert E. How"
"Frantz Fanon";"Jean-Paul S"
"Georg Simmel";"Immanuel Kan"
"Georg Simmel";"Max W"
"Jerry Seinfel";"Jay Len"
"Lev Vygotsky";"Hermann Ebbin"
"Matt Ridley";"Richard Dawkin"
"Richard Wil";"Robert F"
"Stefan Zw";"Knut Hamsun"
"Almeida G";"Laurence Stern"
"Dennis Mill";"Jay Len"
"Dieter Hen";"Hans-Georg Gadam"
"Dieter Hen";"Johann Gottlieb F"
"Giulio An";"Niccolò Machiavell"
"Joe Hill (writer)";"Richard Matheson"
"Ole Thyssen";"Niklas Luhmann"
"Thomas Aquin";"Maimon"
"Thomas Aquin";"Pseudo-Dionysius the A"
"William Irwin Thompson";"Marshall McLuhan"
"Al-Khazin";"Ibn al-Haytham"
"Adam Sm";"Jean-Jacques R"
"Adam Sm";"John Lock"
"Alan Turin";"Ludwig Wittgenstein"
"Albert Cam";"Jean-Paul S"
"Ammonius Herm";"Procl"
"André G";"Henry Fieldin"
"Anton Chekhov";"Gustave Fl"
"Anton Chekhov";"Guy de Maupassan"
"Anton Chekhov";"Henrik Ibsen"
"Aristotl";"Heracl"
"Aristotl";"Parmen"
"Arthur Schopen";"George Berkeley"
"Arthur Schopen";"Giordano Brun"
"Arthur Schopen";"Immanuel Kan"
"Arthur Schopen";"John Lock"
"Baruch Spinoz";"Giordano Brun"
"Baruch Spinoz";"Maimon"
"Baruch Spinoz";"Parmen"
"Bertrand Russell";"Giuseppe Pean"
"Bertrand Russell";"Gottfried Wilhelm Leibniz"
"Bertrand Russell";"John Stuart Mill"
"Bertrand Russell";"Ludwig Wittgenstein"
"Blaise Pascal";"Gerolamo Cardan"
"Bram Stok";"John William Pol"
"Bruce Sterlin";"J. G. Ball"
"C. L. M";"Robert E. How"
"Carl Friedrich G";"Gerolamo Cardan"
"Charles Dicken";"Henry Fieldin"
"Charles Dicken";"Miguel de Cervan"
"Charles Lyell";"James Hutton"
"Charles Sanders P";"Gottfried Wilhelm Leibniz"
"Charles Sanders P";"Immanuel Kan"
"Coen ";"Raymond Chandl"
"Daniel Denn";"Ludwig Wittgenstein"
"Daniel Denn";"Richard Dawkin"
"David Cronen";"J. G. Ball"
"David D. Friedman";"Milton Friedman"
"David D. Friedman";"Robert A. Heinlein"
"David D";"Karl P"
"David D";"Richard Dawkin"
"David Hil";"Immanuel Kan"
"David Hum";"George Berkeley"
"David Hum";"Gottfried Wilhelm Leibniz"
"David Hum";"Jean-Jacques R"
"David Hum";"John Lock"
"David Hum";"Niccolò Machiavell"
"Dean Koontz";"Robert A. Heinlein"
"Dem";"L"
"Denis D";"Gottfried Wilhelm Leibniz"
"Denis D";"Laurence Stern"
"Denis D";"Niccolò Machiavell"
"Dylan Thom";"John Donn"
"Edmund Burk";"George Berkeley"
"Edmund Burk";"Jean-Jacques R"
"Edmund Burk";"John Lock"
"Edmund Husserl";"Gottfried Wilhelm Leibniz"
"Edmund Husserl";"Immanuel Kan"
"Edmund Husserl";"René D"
"Edward Gibbon";"Niccolò Machiavell"
"Empedocl";"Py"
"Ernest Hemingway";"John Donn"
"Ernest Hemingway";"Knut Hamsun"
"Ernest Hemingway";"Robert Louis Stevenson"
"Eucl";"Py"
"Francis Bacon";"Niccolò Machiavell"
"Franz Kafk";"Gustave Fl"
"Franz Kafk";"Knut Hamsun"
"Friedrich Hayek";"Karl P"
"Friedrich Nietz";"Heracl"
"Friedrich Nietz";"Immanuel Kan"
"Friedrich Nietz";"Niccolò Machiavell"
"Friedrich Nietz";"Parmen"
"Friedrich Nietz";"P"
"Friedrich Nietz";"Ralph Waldo Emerson"
"Fritz L";"Robert E. How"
"Félix G";"Gilles Deleuz"
"G. E. M";"Ludwig Wittgenstein"
"Gary North (economist)";"Murray R"
"Georg Henrik von W";"Oswald Spengl"
"Georg Wilhelm Friedrich Hegel";"Heracl"
"Georg Wilhelm Friedrich Hegel";"Immanuel Kan"
"Georg Wilhelm Friedrich Hegel";"Jean-Jacques R"
"George Berkeley";"John Lock"
"George L";"Joseph Campbell"
"George Orwell";"Gustave Fl"
"George Orwell";"Henry Fieldin"
"George R. R. Martin";"Robert A. Heinlein"
"George R. R. Martin";"Robert E. How"
"Georges Braq";"Paul Cézann"
"Gilles Deleuz";"Gottfried Wilhelm Leibniz"
"Gilles Deleuz";"Henri Bergson"
"Gilles Deleuz";"Jean-Paul S"
"Gottfried Wilhelm Leibniz";"Giordano Brun"
"Gregory Chaitin";"Gottfried Wilhelm Leibniz"
"Guy de Maupassan";"Gustave Fl"
"H. P. Lovecraf";"Guy de Maupassan"
"H. P. Lovecraf";"Oswald Spengl"
"Henri Bergson";"Gottfried Wilhelm Leibniz"
"Henry Fieldin";"Miguel de Cervan"
"Henry Kissin";"Oswald Spengl"
"Hermann H";"Knut Hamsun"
"Hunter S. Thompson";"Jack K"
"Hunter S. Thompson";"Ken Kesey"
"Iain Bank";"Robert A. Heinlein"
"Immanuel Kan";"George Berkeley"
"Immanuel Kan";"Gottfried Wilhelm Leibniz"
"Immanuel Kan";"Jean-Jacques R"
"Immanuel Kan";"John Lock"
"Immanuel Kan";"René D"
"Isaac Asimov";"John W. Campbell"
"Isaac Bashevis Sin";"Guy de Maupassan"
"Isaac Bashevis Sin";"Knut Hamsun"
"Isaac Newton";"Gerolamo Cardan"
"Isaac Newton";"Maimon"
"Isaac Newton";"René D"
"Italo Calvin";"Laurence Stern"
"James Joy";"Giordano Brun"
"James Joy";"Laurence Stern"
"James Joy";"Maimon"
"Jan H";"John Wycliff"
"Jean-Jacques R";"Niccolò Machiavell"
"Jean-Paul S";"Gustave Fl"
"Jean-Paul S";"Jean-Jacques R"
"Jerry Pournell";"Robert A. Heinlein"
"Johann Gottlieb F";"Immanuel Kan"
"Johann Gottlieb F";"Jean-Jacques R"
"Johann Gottlieb F";"René D"
"Johannes Kepl";"Py"
"John Dewey";"Jean-Jacques R"
"John Eccles (neurophysiologist)";"Karl P"
"John Lennon";"Jack K"
"John Lock";"René D"
"John Stuart Mill";"George Berkeley"
"John Updik";"James T"
"Jorge Luis B";"George Berkeley"
"Jorge Luis B";"Ralph Waldo Emerson"
"Jorge Luis B";"Robert Louis Stevenson"
"Joseph Schum";"Max W"
"Julia Kristev";"Jacques Lacan"
"Jürgen Haberm";"Hans-Georg Gadam"
"Jürgen Haberm";"Immanuel Kan"
"Jürgen Haberm";"Max Horkheim"
"Jürgen Haberm";"Max W"
"Jürgen Haberm";"Niklas Luhmann"
"Karl Marx";"Jean-Jacques R"
"Karl P";"Heracl"
"Karl P";"John Stuart Mill"
"Ken Kesey";"Jack K"
"Ken MacL";"Iain Bank"
"Ken MacL";"J. G. Ball"
"Konrad Lorenz";"Karl P"
"Kurt Gödel";"Gottfried Wilhelm Leibniz"
"Kurt Vonn";"James T"
"Larry Niven";"Robert A. Heinlein"
"Lester Ban";"Ken Kesey"
"Lise Meitn";"Niels B"
"Ludwig Wittgenstein";"Oswald Spengl"
"Malcolm X";"Oswald Spengl"
"Marcel P";"George El"
"Margaret T";"Milton Friedman"
"Marsilio Ficin";"Procl"
"Mary Wollstonecraf";"Jean-Jacques R"
"Maurice Merleau-Ponty";"Jean-Paul S"
"Max W";"Immanuel Kan"
"Michael Faraday";"Humphry Davy"
"Michael Moorcock";"J. G. Ball"
"Michael Moorcock";"Poul Anderson"
"Michael Moorcock";"Robert E. How"
"Milton Friedman";"John Stuart Mill"
"Milton Friedman";"Karl P"
"Murray R";"Gustave de Molin"
"Neil Gaiman";"Robert A. Heinlein"
"Noam Chomsky";"Immanuel Kan"
"Noam Chomsky";"René D"
"Oswald Spengl";"Heracl"
"Pablo P";"Paul Cézann"
"Parmen";"Heracl"
"Parmen";"Py"
"Paul A";"Knut Hamsun"
"Paul A";"Raymond Chandl"
"Paul D";"Niels B"
"Peter Sin";"John Stuart Mill"
"Pl";"Heracl"
"Pl";"Parmen"
"Pl";"P"
"Pl";"Py"
"Poul Anderson";"Robert E. How"
"Quentin Tarantin";"Raymond Chandl"
"Robert Louis Stevenson";"Guy de Maupassan"
"Robert Nozick";"Immanuel Kan"
"Roger Bacon";"Ibn al-Haytham"
"Roger Pen";"Karl P"
"Ronald C";"Joseph Schum"
"Ronald Reagan";"Milton Friedman"
"Rudyard Kiplin";"Robert Louis Stevenson"
"Samuel Beck";"George Berkeley"
"Samuel Beck";"Henry Fieldin"
"Stephen Kin";"Richard Matheson"
"Søren Kierk";"Immanuel Kan"
"Arthur Conan Doyl";"Robert Louis Stevenson"
"Carl Schm";"Max W"
"Carl Schm";"Niccolò Machiavell"
"Che Guev";"Jean-Paul S"
"Dave Sim";"Robert E. How"
"Dirk Verhof";"Karl P"
"Ernst C";"Immanuel Kan"
"Ernst Gom";"Karl P"
"Fran Lebowitz";"James T"
"Friedrich Wilhelm Joseph Schellin";"Immanuel Kan"
"György Luká";"Max W"
"Herbert M";"Max Horkheim"
"Horatio Sanz";"John Bel"
"Johann Wolfgang von G";"Jean-Jacques R"
"John M";"Herbert A. Simon"
"Lyndon LaR";"Gottfried Wilhelm Leibniz"
"Miguel de Unamun";"Miguel de Cervan"
"Morrissey";"Jack K"
"Mou Zongsan";"Immanuel Kan"
"Richard L. Tierney";"Robert E. How"
"Thomas Schellin";"Niccolò Machiavell"
"Thorstein Veblen";"John Dewey"
"Werner G. K";"James Heckman"
"Wilhelm Dilthey";"John Stuart Mill"
"Émilie du Châtel";"Gottfried Wilhelm Leibniz"
"Hyman Minsky";"Joseph Schum"
"John M";"Ralph Waldo Emerson"
"Peter Munz";"Karl P"
"René Leibowitz";"Jean-Paul S"
"Aimee Ben";"Italo Calvin"
"David Drak";"Robert E. How"
"Ernst Platn";"Gottfried Wilhelm Leibniz"
"Jack Down";"Joseph Schum"
"Louis Antoine de Saint-J";"Jean-Jacques R"
"Neil Postman";"Marshall McLuhan"
"Orhan Pamuk";"Italo Calvin"
"P. F. Strawson";"Immanuel Kan"
"Ralf Dahrendorf";"Karl P"
"Rosi B";"Gilles Deleuz"
"August Ludwig Hülsen";"Johann Gottlieb F"
"Babette B";"Hans-Georg Gadam"
"Bernardino V";"Gottfried Wilhelm Leibniz"
"James Reason";"Robert E. How"
"Jules Vuillemin";"Ludwig Wittgenstein"
"Leo Tolstoy";"George El"
"Leo Tolstoy";"Jean-Jacques R"
"Leo Tolstoy";"Laurence Stern"
"Maria Gaetana Agn";"Gerolamo Cardan"
"Philippe Aghion";"Joseph Schum"
"Paul Sweezy";"Joseph Schum"
"Thomas P";"Immanuel Kan"
"William Stern (psychologist)";"Hermann Ebbin"
"Herbert Stein";"Milton Friedman"
"Michael H";"Gilles Deleuz"
"Nicholas R";"Gottfried Wilhelm Leibniz"
"Russell Bank";"Jack K"
"Thomas L. Saaty";"George Dantz"
"Abraham Tuck";"John Lock"
"Emil Petaj";"Robert E. How"
"Hans Al";"Karl P"
"Johannes Nikolaus Teten";"Gottfried Wilhelm Leibniz"
"Johannes Nikolaus Teten";"John Lock"
"Joseph Sobran";"Murray R"
"Karl Wilhelm Ferdinand Sol";"Johann Gottlieb F"
"Mart L";"Milton Friedman"
"Merritt Ruhlen";"Joseph Green"
"Reuben Goodstein";"Ludwig Wittgenstein"
"William Baumol";"Joseph Schum"
"Jacques Bouv";"Ludwig Wittgenstein"
"Kim Sterelny";"Richard Dawkin"
"Joxe Azurmen";"Immanuel Kan"
"Peter Spiegelman";"Raymond Chandl"
"Stephen Cameron";"James Heckman"
"David Miller (philosopher)";"Karl P"
"Frederic M. S";"Joseph Schum"
"Leonid Hurwicz";"George Dantz"
"Joe Abercrom";"George R. R. Martin"
"Rand Paul";"Milton Friedman"
"Rand Paul";"Murray R"
"Artie Lan";"John Bel"
"David P. B";"Richard Dawkin"
"Joe Cutl";"Jack K"
"Paul McCartney";"Ken Kesey"
"Harold Bloom";"Ralph Waldo Emerson"
"Guram Dochanashvil";"Gustave Fl"
"Éric Laurent (psychoanalyst)";"Jacques Lacan"
"Dan Harmon";"Joseph Campbell"
"Ruqaiya Hasan";"Michael Halliday"
"Massimo E";"Herbert A. Simon"
"Henry David T";"Ralph Waldo Emerson"
"Arshile Gorky";"Paul Cézann"
"Bill Cosby";"Groucho Marx"
"China Miévill";"J. G. Ball"
"Chris Carter (screenwriter)";"Richard Matheson"
"Christian Wolff (philosopher)";"Gottfried Wilhelm Leibniz"
"Chuck Palahniuk";"Ken Kesey"
"Ferdinand Georg Froben";"Gottfried Wilhelm Leibniz"
"Francis Hutcheson (philosopher)";"John Lock"
"Gore Vidal";"Italo Calvin"
"Hans-Hermann H";"Jürgen Haberm"
"Hans-Hermann H";"Murray R"
"Jacques-Bénigne B";"René D"
"John Adam";"Niccolò Machiavell"
"Karl Edward Wagn";"Robert E. How"
"Karl Haushof";"Oswald Spengl"
"Karl J";"Max W"
"Ludwig Lachmann";"Max W"
"Mario Vargas Ll";"Gustave Fl"
"Mark Knopfl";"Raymond Chandl"
"Marquis de S";"Jean-Jacques R"
"Maxim Gorky";"Knut Hamsun"
"Northrop Fry";"Oswald Spengl"
"Raymond Carv";"Guy de Maupassan"
"Samuel Edward Konkin III";"Murray R"
"Spider Robinson";"Robert A. Heinlein"
"Vela Velupill";"Herbert A. Simon"
"W. G. Sebal";"Italo Calvin"
"Allan Bloom";"Jean-Jacques R"
"Alphonse D";"Gustave Fl"
"Arnold J. Toyn";"Oswald Spengl"
"David Gemmell";"Robert E. How"
"Don DeLill";"J. G. Ball"
"Graham Green";"Miguel de Cervan"
"Henri M";"Paul Cézann"
"Henry Jam";"Guy de Maupassan"
"Henry Mill";"Knut Hamsun"
"Henry Mill";"Oswald Spengl"
"Jerry G";"Jack K"
"Jerry G";"Ken Kesey"
"John Varley (author)";"Robert A. Heinlein"
"Jonathan C";"Henry Fieldin"
"Louis-Ferdinand Célin";"Guy de Maupassan"
"Louis Al";"Jacques Lacan"
"Louis Al";"Jean-Jacques R"
"Louis Al";"Niccolò Machiavell"
"Luís de Camõ";"Ludovico A"
"Margaret Atw";"George El"
"Martin Am";"George El"
"Martin Am";"Kingsley Am"
"Norbert Wien";"Gottfried Wilhelm Leibniz"
"Omar Khayyam";"Ibn al-Haytham"
"Paul Feyeraben";"Karl P"
"Ramsey Campbell";"Robert E. How"
"Simone de Beauv";"Jean-Paul S"
"V. Gordon Chil";"Heinrich Schliemann"
"Will Self";"J. G. Ball"
"William Jam";"John Stuart Mill"
"William Jam";"Ralph Waldo Emerson"
"James Wesley Rawl";"Jerry Pournell"
"Jim Morrison";"Jack K"
"Jim Morrison";"Joseph Campbell"
"Charles S";"Neal Stephenson"
"Henry Kuttn";"Robert E. How"
"Lin C";"Robert E. How"
"Marinus of Neapol";"Procl"
"Tom Robbin";"Jack K"
"George F. Kennan";"Oswald Spengl"
"Manuel DeLan";"Gilles Deleuz"
"John Jak";"Robert E. How"
"Laurell K. Hamilton";"Robert E. How"
"William H. G";"Gustave Fl"
"Bryan M";"Karl P"
"Richard Thal";"Herbert A. Simon"
"Joseph Salern";"Murray R"
"Giulio Angion";"Italo Calvin"
"Douglas Couplan";"Marshall McLuhan"
"Caziel";"Paul Cézann"
"A. C. Graylin";"Richard Dawkin"
"Bob Dylan";"Jack K"
"Charles Bukowsk";"James T"
"Charles Bukowsk";"Knut Hamsun"
"Christopher Hitchen";"George El"
"Christopher Hitchen";"Kingsley Am"
"Emmanuel Levin";"Maimon"
"Ernst M";"George Berkeley"
"Gabriel Wagn";"Gottfried Wilhelm Leibniz"
"Giambattista V";"Gottfried Wilhelm Leibniz"
"Giambattista V";"Niccolò Machiavell"
"Haruki Murakam";"Jack K"
"Haruki Murakam";"Raymond Chandl"
"Ian Hackin";"Ludwig Wittgenstein"
"Jonathan Edwards (theologian)";"John Lock"
"Joseph-Louis Lagran";"Gerolamo Cardan"
"Michel Foucaul";"Gilles Deleuz"
"Michel Foucaul";"Gustave Fl"
"Michel Foucaul";"Immanuel Kan"
"Paul Kearney";"Robert E. How"
"Philip Pullman";"Richard Dawkin"
"T. S. El";"John Donn"
"Theodosius Dobzhansky";"Pierre Teilhard de Chardin"
"Vilfredo P";"Niccolò Machiavell"
"W. Somerset Maugham";"Guy de Maupassan"
"Walter Block";"Murray R"
"Werner Heisen";"Niels B"
"Zeno of El";"Parmen"
"Giovanni Vail";"Giuseppe Pean"
"Paul Guy";"Immanuel Kan"
"Peter Hack";"Ludwig Wittgenstein"
"Paul Rom";"Joseph Schum"
"Benjamin Tuck";"Gustave de Molin"
"Christopher Freeman";"Joseph Schum"
"Jules Leq";"Johann Gottlieb F"
"Alan W";"Joseph Campbell"
"Ben G";"Jack K"
"Bob New";"James T"
"Brendon Small";"Groucho Marx"
"C. Wright Mill";"Jean-Paul S"
"C. Wright Mill";"Max W"
"Daniel Kahneman";"Herbert A. Simon"
"Hernando de Soto Pol";"Milton Friedman"
"J. M. B";"Robert Louis Stevenson"
"John Searl";"Ludwig Wittgenstein"
"Johnny Carson";"Groucho Marx"
"Jonathan Lethem";"J. G. Ball"
"Julian Barn";"Gustave Fl"
"Lew Rockwell";"Murray R"
"Max Delbrück";"Niels B"
"Michael Chabon";"Raymond Chandl"
"Michael Connelly";"Raymond Chandl"
"Michael Sherm";"Richard Dawkin"
"Michael de L";"Robert Louis Stevenson"
"Richard Harries, Baron Harries of Pen";"Richard Dawkin"
"Ricky Gerv";"Groucho Marx"
"Roy H";"Jack K"
"S. M. Stirlin";"Robert E. How"
"Terence McKenn";"Heracl"
"Terence McKenn";"Marshall McLuhan"
"Thomas Sowell";"Milton Friedman"
"Tom Wolf";"Jack K"
"Tom Wolf";"Ken Kesey"
"Warren Ell";"J. G. Ball"
"Allen Steel";"Robert A. Heinlein"
"Larry Miller (comedian)";"James T"
"Quentin Skinn";"Ludwig Wittgenstein"
"Robert B. Park";"Raymond Chandl"
"Robert C";"Raymond Chandl"
"Chris Farley";"John Bel"
"Dam";"Procl"
"Ernst Jün";"Oswald Spengl"
"Isaiah Berlin";"John Stuart Mill"
"John Peckham";"Ibn al-Haytham"
"Richard Brautigan";"Jack K"
"Alex Garlan";"J. G. Ball"
"Allen Newell";"Herbert A. Simon"
"David Chalm";"René D"
"Frank P. Ramsey";"Ludwig Wittgenstein"
"Helen Frankenthal";"Jackson Pollock"
"Ismail K";"Italo Calvin"
"Jean-François Ly";"Ludwig Wittgenstein"
"Jean Bodin";"Maimon"
"John Tolan";"John Lock"
"Philol";"Py"
"Zellig H";"Leonard Bloomfiel"
"Gabriel T";"Gottfried Wilhelm Leibniz"
"Giorgio Agamben";"Gilles Deleuz"
"H. L. A. H";"John Stuart Mill"
"Ingvar Ambjørnsen";"Knut Hamsun"
"James Harrington (author)";"Niccolò Machiavell"
"John Fan";"Knut Hamsun"
"Peter G";"Ludwig Wittgenstein"
"R. D. Lain";"Jean-Paul S"
"Raymond Aron";"Jean-Paul S"
"Brian Massum";"Gilles Deleuz"
"George Holmes Howison";"Gottfried Wilhelm Leibniz"
"Harrison W";"Niklas Luhmann"
"Maximilien R";"Jean-Jacques R"
"Philip Wolfe (mathematician)";"George Dantz"
"Anna Schwartz";"Milton Friedman"
"Cora Diamon";"Ludwig Wittgenstein"
"Olav Reiersøl";"Ragnar F"
"Richard Christian Matheson";"Richard Matheson"
"David Anthony Durham";"George R. R. Martin"
"Jeremy Shearm";"Karl P"
"Jim D";"Jack K"
"Marek Kohn";"Richard Dawkin"
"Michael J. S";"Gilles Deleuz"
"Randolph M. N";"Richard Dawkin"
"John Krebs, Baron K";"Richard Dawkin"
"Josef H";"Karel Hynek Má"
"Philip P";"Niccolò Machiavell"
"Ian Jarv";"Karl P"
"Trevor Swan";"Joseph Schum"
"Andrew F. R";"Richard Dawkin"
"Christopher Priest (novelist)";"J. G. Ball"
"Karl Leonhard Reinhol";"Immanuel Kan"
"Alan Greenspan";"Milton Friedman"
"Alexis de Tocquevill";"Jean-Jacques R"
"Christian Jakob K";"Immanuel Kan"
"Diana Gabaldon";"Robert Louis Stevenson"
"Edmond de Gon";"Gustave Fl"
"Garcilaso de la Vega (poet)";"H"
"Helena Cronin";"Richard Dawkin"
"José Ortega y G";"Oswald Spengl"
"Ludwig von M";"Max W"
"Maximus the Conf";"Pseudo-Dionysius the A"
"Norman Faircl";"Michael Halliday"
"Norman Mail";"George El"
"Ronald Dworkin";"John Stuart Mill"
"S";"Parmen"
"Alan Grafen";"Richard Dawkin"
"T. K. Seun";"Immanuel Kan"
"Carolyn Hein";"James Heckman"
"Thomas A. McCarthy";"Jürgen Haberm"
"Mariana Mazz";"Joseph Schum"
"Victor Stabin";"M. C. E"
"Andrew J. Off";"Robert E. How"
"Ann Nocen";"Marshall McLuhan"
"Edward C. P";"Joseph Schum"
"Finn E. Kydlan";"Joseph Schum"
"Francis Bowen";"George Berkeley"
"Friedrich Loeffl";"Robert K"
"Jacques-Alain Mill";"Jacques Lacan"
"Juan Boscán Almogáv";"H"
"Kenneth Waltz";"Niccolò Machiavell"
"Lars Saabye Christensen";"Knut Hamsun"
"Martin Daly";"Richard Dawkin"
"Taqi ad-Din Muhammad ibn Ma'ruf";"Ibn al-Haytham"
"Walter J. On";"Marshall McLuhan"
"Witel";"Ibn al-Haytham"
"Bryan Reynol";"Gilles Deleuz"
"Craig Finn";"Jack K"
"George S";"Karl P"
"John McDowell";"Immanuel Kan"
"John McDowell";"Ludwig Wittgenstein"
"Leo S";"Immanuel Kan"
"Leo S";"Jean-Jacques R"
"Leo S";"Maimon"
"Leo S";"Niccolò Machiavell"
"Benoît Paul Émile Clapeyron";"Nicolas Léonard Sadi Carn"
"Charles Bonn";"Gottfried Wilhelm Leibniz"
"Friedrich Heinrich J";"Immanuel Kan"
"Gershom Carmichael";"John Lock"
"Jean Baudrill";"J. G. Ball"
"Jean Baudrill";"Marshall McLuhan"
"Noval";"Johann Gottlieb F"
"Oliver E. Williamson";"Herbert A. Simon"
"Paul Samuelson";"George Dantz"
"Paul Samuelson";"James Tobin"
"Paul Émile de Puy";"Gustave de Molin"
"Thomas M. D";"J. G. Ball"
"Walter Benjamin";"Max Horkheim"
"Alcmaeon of Croton";"Py"
"Bernard Stiegl";"Gilles Deleuz"
"Claus Off";"Jürgen Haberm"
"Dimitri Kitsik";"Jean-Jacques R"
"František Hal";"Karel Hynek Má"
"Joseph Hell";"James T"
"Matthew Stov";"Robert E. How"
"Nicholas of C";"Procl"
"Nicholas of C";"Pseudo-Dionysius the A"
"Augusto Pin";"Milton Friedman"
"Kelli Stanley";"Raymond Chandl"
"Nassim Nicholas Tal";"Karl P"
"Nicholas Georgescu-Roegen";"Joseph Schum"
"Salomon Maimon";"Immanuel Kan"
"Steven Erikson";"Robert E. How"
"Trygve Haavelm";"Ragnar F"
"J. Bradford DeLon";"Milton Friedman"
