start,end,lon,lat,shape
2022-09-17 13:40:00,2022-09-17 13:45:00,0,0,5 minutes
2022-09-17 03:00:00,2022-09-17 03:00:30,0,0,30 seconds
2022-09-17 02:20:00,2022-09-17 02:20:30,0,0,30 seconds
2022-09-17 00:15:00,2022-09-17 00:20:00,0,0,Approx 5 minutes
2022-09-16 23:45:00,2022-09-17 00:10:00,0,0,>25 minutes
2022-09-16 23:30:00,2022-09-16 23:30:00,0,0,Thirty minutes
2022-09-16 22:00:00,2022-09-17 03:00:00,0,0,1.5 hours
2022-09-16 21:46:00,2022-09-16 21:46:45,0,0,45 seconds
2022-09-16 21:30:00,2022-09-16 21:33:00,0,0,2-3 mins
2022-09-16 21:09:00,2022-09-16 21:11:00,0,0,2 minutes
2022-09-16 21:01:00,2022-09-16 21:07:00,0,0,Approximately 6 minutes
2022-09-16 21:00:00,2022-09-16 21:05:00,0,0,About 5 min is all I saw
2022-09-16 20:30:00,2022-09-16 20:32:00,0,0,2 minutes
2022-09-16 20:30:00,2022-09-16 20:32:00,0,0,2 minutes
2022-09-16 20:20:00,2022-09-16 20:23:00,0,0,3 minutes
2022-09-16 20:10:00,2022-09-16 20:12:00,0,0,1 to 2 minutes
2022-09-16 20:00:00,2022-09-16 20:00:00,0,0,Approximately an hour
2022-09-16 16:30:00,2022-09-16 16:37:00,0,0,Clear view approx 7 minu
2022-09-16 07:00:00,2022-09-16 07:45:00,0,0,45 minutes
2022-09-16 06:10:00,2022-09-16 06:12:00,0,0,1 or 2 minutes
2022-09-16 00:05:00,2022-09-16 00:06:00,0,0,30-60 seconds
2022-09-15 22:45:00,2022-09-15 22:47:00,0,0,2 minutes
2022-09-15 22:39:00,2022-09-15 22:39:05,0,0,5 seconds
2022-09-15 22:37:00,2022-09-15 22:37:01,0,0,1 second
2022-09-15 21:49:00,2022-09-15 21:49:16,0,0,16 seconds
2022-09-15 21:40:00,2022-09-15 21:43:00,0,0,3 minutes
2022-09-15 21:10:00,2022-09-15 21:40:00,0,0,30 minutes
2022-09-15 21:00:00,2022-09-15 21:03:00,0,0,About 2-3 minutes total
2022-09-15 20:58:00,2022-09-15 20:58:03,0,0,3 seconds
2022-09-15 20:04:00,2022-09-15 20:04:03,0,0,3 seconds
2022-09-15 20:00:00,2022-09-15 20:00:00,0,0,Hour or more
2022-09-15 19:06:00,2022-09-15 19:10:00,0,0,4 minutes
2022-09-15 17:15:00,2022-09-15 17:15:00,0,0,15
2022-09-15 15:00:00,2022-09-15 15:00:20,0,0,20 seconds
2022-09-15 13:05:00,2022-09-15 13:05:05,0,0,4-5 seconds
2022-09-15 13:00:00,2022-09-15 13:00:05,0,0,4-5 seconds
2022-09-15 10:10:00,2022-09-15 10:20:00,0,0,Slow speed apx 10min
2022-09-15 09:30:00,2022-09-15 09:40:00,0,0,5 - 10 minutes
2022-09-15 04:50:00,2022-09-15 04:50:10,0,0,10 seconds
2022-09-15 03:14:00,2022-09-15 03:14:00,0,0,Every night
2022-09-15 00:01:00,2022-09-15 00:02:00,0,0,1 minute
2022-09-14 21:30:00,2022-09-14 21:30:00,0,0,ongoing
2022-09-14 21:30:00,2022-09-14 21:30:00,0,0,seconds
2022-09-14 21:30:00,2022-09-14 21:40:00,0,0,10 minutes
2022-09-14 20:11:00,2022-09-14 20:11:30,0,0,30 seconds
2022-09-14 20:09:00,2022-09-14 20:14:00,0,0,5 mins
2022-09-14 20:00:00,2022-09-14 20:20:00,0,0,Over a span of 20 minutes
2022-09-14 19:30:00,2022-09-14 19:30:00,0,0,An hour or 2?
2022-09-14 18:25:00,2022-09-14 18:27:00,0,0,2 minutes
2022-09-14 14:00:00,2022-09-14 14:00:00,0,0,Not known
2022-09-14 09:20:00,2022-09-14 10:20:00,0,0,1 hour
2022-09-14 07:08:00,2022-09-14 07:53:00,0,0,45 minutes to an hour
2022-09-14 06:00:00,2022-09-14 06:05:00,0,0,5 m
2022-09-14 00:01:00,2022-09-14 00:01:00,0,0,My life
2022-09-13 23:32:00,2022-09-13 23:32:15,0,0,10-15 seconds
2022-09-13 22:00:00,2022-09-13 22:00:10,0,0,10 seconds
2022-09-13 21:32:00,2022-09-13 21:37:00,0,0,Maybe in 5 min
2022-09-13 21:30:00,2022-09-13 21:35:00,0,0,5 minutes
2022-09-13 21:17:00,2022-09-13 21:32:00,0,0,15 minutes that I saw
2022-09-13 21:10:00,2022-09-13 21:20:00,0,0,10 minutes
2022-09-13 21:05:00,2022-09-13 21:09:00,0,0,3-4 minutes
2022-09-13 20:55:00,2022-09-13 20:55:17,0,0,17 seconds
2022-09-13 20:43:00,2022-09-13 20:48:00,0,0,4-5 minutes
2022-09-13 20:10:00,2022-09-13 20:20:00,0,0,10 min
2022-09-13 20:05:00,2022-09-13 20:07:00,0,0,2 minutes
2022-09-13 19:57:00,2022-09-13 21:57:00,0,0,2 Minutes
2022-09-13 19:27:00,2022-09-13 19:27:30,0,0,More than 30 seconds.
2022-09-13 19:10:00,2022-09-13 19:20:00,0,0,10 minutes
2022-09-13 06:59:00,2022-09-13 07:09:00,0,0,7 to 10 min.
2022-09-13 05:05:00,2022-09-13 05:15:00,0,0,About 10 minutes
2022-09-13 00:01:00,2022-09-13 00:01:00,0,0,Still out there
2022-09-12 22:32:00,2022-09-12 23:02:00,0,0,Over 30 minutes
2022-09-12 22:30:00,2022-09-12 22:45:00,0,0,15 minutes
2022-09-12 22:30:00,2022-09-12 22:30:10,0,0,5-10 seconds
2022-09-12 22:05:00,2022-09-12 22:05:02,0,0,2 seconds
2022-09-12 22:00:00,2022-09-12 22:00:00,0,0,All night
2022-09-12 21:19:00,2022-09-12 21:20:30,0,0,60 to 90 seconds
2022-09-12 21:15:00,2022-09-12 21:15:20,0,0,20 seconds
2022-09-12 19:55:00,2022-09-12 19:55:00,0,0,It is a still shot
2022-09-12 15:30:00,2022-09-12 15:40:00,0,0,10 minutes
2022-09-12 13:15:00,2022-09-12 13:20:00,0,0,5 minutes
2022-09-12 09:25:00,2022-09-12 09:25:30,0,0,Around 30 seconds
2022-09-12 04:31:00,2022-09-12 04:38:00,0,0,~5-7 minutes
2022-09-11 23:22:00,2022-09-11 23:32:00,0,0,greater than 10 minutes
2022-09-11 21:30:00,2022-09-11 21:30:15,0,0,13-15 seconds
2022-09-11 21:16:00,2022-09-11 21:16:30,0,0,30 seconds
2022-09-11 20:35:00,2022-09-11 20:35:00,0,0,"a few minutes, 3 passes"
2022-09-11 20:30:00,2022-09-11 20:34:00,0,0,3-4 min
2022-09-11 20:23:00,2022-09-11 20:23:00,0,0,spotted in photo only
2022-09-11 20:09:00,2022-09-11 20:09:07,0,0,approximately 7 secs.
2022-09-11 19:50:00,2022-09-11 19:50:15,0,0,Approximately 15 seconds
2022-09-11 19:05:00,2022-09-11 19:06:00,0,0,About 1 minute
2022-09-11 18:20:00,2022-09-11 18:21:00,0,0,1 min.
2022-09-11 18:20:00,2022-09-11 18:20:00,0,0,Appx five minutes
2022-09-11 17:58:00,2022-09-11 17:58:50,0,0,50 seconds
2022-09-11 12:16:00,2022-09-11 12:31:00,0,0,Approx. 10-15 minutes
2022-09-11 07:20:00,2022-09-11 07:32:00,0,0,12 minutes
2022-09-11 06:02:00,2022-09-11 06:02:45,0,0,45 seconds
2022-09-11 05:30:00,2022-09-11 05:38:00,0,0,8mins
2022-09-11 05:20:00,2022-09-11 05:20:20,0,0,20 seconds
2022-09-11 05:14:00,2022-09-11 05:24:00,0,0,At least 10 minutes
2022-09-11 00:30:00,2022-09-11 01:00:00,0,0,1hr 30min
2022-09-10 23:00:00,2022-09-10 23:15:00,0,0,15 minutes
2022-09-10 23:00:00,2022-09-10 23:00:00,0,0,Hour
2022-09-10 22:45:00,2022-09-10 22:46:00,0,0,1 minute
2022-09-10 21:10:00,2022-09-10 21:10:00,0,0,Roughly one minute
2022-09-10 20:36:00,2022-09-10 20:36:03,0,0,3 Seconds
2022-09-10 20:01:00,2022-09-10 20:01:00,0,0,about a quarter second
2022-09-10 20:00:00,2022-09-10 20:00:00,0,0,Hours
2022-09-10 20:00:00,2022-09-10 20:03:00,0,0,3 minutes
2022-09-10 19:30:00,2022-09-10 19:30:02,0,0,1-2 s
2022-09-10 18:41:00,2022-09-10 18:42:00,0,0,1 minute video
2022-09-10 18:20:00,2022-09-10 18:30:00,0,0,10 minutes
2022-09-10 13:35:00,2022-09-10 13:35:00,0,0,photos of a ufo over NASA
2022-09-10 06:25:00,2022-09-10 06:26:00,0,0,1 minute
2022-09-10 01:00:00,2022-09-10 01:10:00,0,0,"10 minutes, maybe longer"
2022-09-09 22:10:00,2022-09-09 22:20:00,0,0,Observed for 10 minutes
2022-09-09 21:20:00,2022-09-09 21:25:00,0,0,About 5 minutes
2022-09-09 20:15:00,2022-09-09 20:17:00,0,0,Around 2 minutes
2022-09-09 19:34:00,2022-09-09 19:41:00,0,0,5 to 7 minutes
2022-09-09 19:12:00,2022-09-09 19:22:00,0,0,5-10 minutes
2022-09-09 19:05:00,2022-09-09 19:15:00,0,0,5-10 minutes
2022-09-09 18:58:00,2022-09-09 18:58:00,0,0,20
2022-09-09 18:55:00,2022-09-09 18:55:00,0,0,20
2022-09-09 17:45:00,2022-09-09 18:05:00,0,0,20 min
2022-09-09 14:28:00,2022-09-09 17:28:00,0,0,3 Minutes
2022-09-09 06:00:00,2022-09-09 06:02:00,0,0,2 minutes
2022-09-09 02:15:00,2022-09-09 02:18:00,0,0,3min
2022-09-09 01:09:00,2022-09-09 01:09:00,0,0,Several minutes and years
2022-09-09 00:30:00,2022-09-09 00:30:00,0,0,Around four hours
2022-09-09 00:11:00,2022-09-09 00:12:00,0,0,60 seconds
2022-09-08 21:00:00,2022-09-08 21:10:00,0,0,Approximately 10 minutes
2022-09-08 21:00:00,2022-09-08 21:00:00,0,0,Still in sky
2022-09-08 20:43:00,2022-09-08 20:46:00,0,0,3 mins
2022-09-08 20:40:00,2022-09-08 20:40:30,0,0,30 seconds
2022-09-08 19:58:00,2022-09-08 20:01:00,0,0,3 minutes
2022-09-08 18:20:00,2022-09-08 18:20:07,0,0,Around 7 seconds
2022-09-08 08:30:00,2022-09-08 08:35:00,0,0,5 mins
2022-09-08 06:25:00,2022-09-08 06:35:00,0,0,10 minutes
2022-09-08 06:24:00,2022-09-08 08:24:00,0,0,1 1/2 hours
2022-09-08 04:30:00,2022-09-08 05:30:00,0,0,1 hour
2022-09-08 01:30:00,2022-09-08 01:45:00,0,0,15 mins
2022-09-07 23:13:00,2022-09-07 23:13:00,0,0,9:00pm~through 2:00 am
2022-09-07 23:00:00,2022-09-07 23:30:00,0,0,we watched for 30 minutes
2022-09-07 19:45:00,2022-09-07 19:55:00,0,0,10 minutes
2022-09-07 19:30:00,2022-09-07 19:31:00,0,0,60 seconds
2022-09-07 17:15:00,2022-09-07 17:15:00,0,0,Minute or two
2022-09-07 08:10:00,2022-09-07 08:13:00,0,0,3 minutes while deiving
2022-09-07 06:35:00,2022-09-07 06:35:00,0,0,A split second
2022-09-07 06:35:00,2022-09-07 06:35:00,0,0,A split second
2022-09-07 05:50:00,2022-09-07 05:50:16,0,0,16 seconds
2022-09-07 05:00:00,2022-09-07 05:03:00,0,0,2 -3 mins
2022-09-07 03:30:00,2022-09-07 03:30:00,0,0,From 3:30 am to 530 am
2022-09-07 00:00:00,2022-09-07 00:00:02,0,0,1-2 seconds
2022-09-06 23:45:00,2022-09-06 23:46:00,0,0,Slow and low maybe 1 min
2022-09-06 23:44:00,2022-09-06 23:44:03,0,0,3 seconds
2022-09-06 22:25:00,2022-09-06 22:25:45,0,0,45 seconds to 1 minute.
2022-09-06 22:00:00,2022-09-06 22:08:00,0,0,Approximately 5-8 minutes
2022-09-06 21:30:00,2022-09-06 21:40:00,0,0,10min
2022-09-06 20:11:00,2022-09-06 20:18:00,0,0,5-7 mins
2022-09-06 19:51:00,2022-09-06 20:06:00,0,0,15 minutes
2022-09-06 19:44:00,2022-09-06 19:46:00,0,0,2 minutes
2022-09-06 19:42:00,2022-09-06 19:42:08,0,0,8 seconds
2022-09-06 19:40:00,2022-09-06 20:05:00,0,0,20-25 minutes
2022-09-06 19:10:00,2022-09-06 19:10:00,0,0,about two minutes
2022-09-06 04:40:00,2022-09-06 05:10:00,0,0,30 minutes
2022-09-06 04:40:00,2022-09-06 05:10:00,0,0,30 minutes
2022-09-06 03:20:00,2022-09-06 03:20:03,0,0,2 to 3 seconds
2022-09-06 02:36:00,2022-09-06 02:38:00,0,0,2 minutes
2022-09-06 01:25:00,2022-09-06 01:25:00,0,0,minute or two
2022-09-06 01:18:00,2022-09-06 01:23:00,0,0,5 minutes
2022-09-06 01:18:00,2022-09-06 01:18:00,0,0,Five minutes
2022-09-05 22:30:00,2022-09-05 22:30:30,0,0,"30 seconds, maybe less"
2022-09-05 20:00:00,2022-09-05 20:05:00,0,0,well over 5 minutes
2022-09-05 16:41:00,2022-09-05 16:41:12,0,0,12 seconds
2022-09-05 15:58:00,2022-09-05 15:58:12,0,0,12 seconds
2022-09-05 13:00:00,2022-09-05 13:00:30,0,0,30 seconds
2022-09-05 12:51:00,2022-09-05 12:56:00,0,0,5 minutes
2022-09-05 12:45:00,2022-09-05 12:45:03,0,0,3 seconds
2022-09-05 10:42:00,2022-09-05 10:42:00,0,0,"Photo, unknown at time ta"
2022-09-05 06:13:00,2022-09-05 06:13:00,0,0,A minute or two I'm guess
2022-09-05 06:12:00,2022-09-05 06:14:00,0,0,2min.
2022-09-05 05:15:00,2022-09-05 05:22:00,0,0,around 5 to 7 minutes
2022-09-05 05:13:00,2022-09-05 05:13:00,0,0,Two minutes
2022-09-05 05:00:00,2022-09-05 05:01:00,0,0,1 minute
2022-09-05 04:41:00,2022-09-05 04:41:45,0,0,45 seconds approx
2022-09-05 04:41:00,2022-09-05 04:41:00,0,0,Thirteen seconds
2022-09-05 04:15:00,2022-09-05 04:25:00,0,0,5-10 minutes
2022-09-05 03:15:00,2022-09-05 03:15:00,0,0,I saw it on the ground
2022-09-04 23:30:00,2022-09-05 00:00:00,0,0,30 min
2022-09-04 22:48:00,2022-09-04 22:48:02,0,0,2 seconds
2022-09-04 22:25:00,2022-09-04 22:26:00,0,0,1 minute
2022-09-04 22:24:00,2022-09-04 22:24:00,0,0,About one minute
2022-09-04 22:20:00,2022-09-04 22:20:05,0,0,Heard: 1 min Seen: 5 sec
2022-09-04 22:18:00,2022-09-04 22:18:00,0,0,About three full seconds
2022-09-04 22:18:00,2022-09-04 22:20:00,0,0,2 minutes
2022-09-04 22:18:00,2022-09-04 22:22:00,0,0,2-4 minutes
2022-09-04 21:15:00,2022-09-04 21:17:00,0,0,2 minutes
2022-09-04 20:51:00,2022-09-04 20:51:10,0,0,3-10 sec
2022-09-04 20:02:00,2022-09-04 20:02:00,0,0,one quarter second
2022-09-04 20:00:00,2022-09-04 20:04:00,0,0,About 3-4 minutes.
2022-09-04 15:30:00,2022-09-04 15:32:00,0,0,1-2 minutes
2022-09-04 13:46:00,2022-09-04 13:46:03,0,0,2 - 3 seconds at most
2022-09-04 13:40:00,2022-09-04 13:40:20,0,0,Approx. 20 seconds
2022-09-04 03:30:00,2022-09-04 03:30:00,0,0,Hour +
2022-09-04 02:00:00,2022-09-04 03:00:00,0,0,1 hour
2022-09-04 02:00:00,2022-09-04 02:15:00,0,0,15 mins
2022-09-04 01:00:00,2022-09-04 03:00:00,0,0,2 hours
2022-09-04 00:25:00,2022-09-04 00:25:36,0,0,18-36 seconds
2022-09-04 00:17:00,2022-09-04 00:27:00,0,0,10 minutes
2022-09-03 23:28:00,2022-09-03 23:38:00,0,0,10 minutes
2022-09-03 23:22:00,2022-09-03 23:22:00,0,0,3:40
2022-09-03 22:52:00,2022-09-03 22:52:00,0,0,Just a few seconds
2022-09-03 22:30:00,2022-09-03 22:30:05,0,0,5 seconds
2022-09-03 22:30:00,2022-09-03 22:50:00,0,0,15-20 minutes
2022-09-03 22:23:00,2022-09-03 22:23:00,0,0,A few seconds
2022-09-03 21:45:00,2022-09-03 21:45:45,0,0,45 seconds
2022-09-03 21:14:00,2022-09-03 21:14:00,0,0,2:43
2022-09-03 20:36:00,2022-09-03 20:36:15,0,0,10/15 seconds
2022-09-03 20:31:00,2022-09-03 20:31:00,0,0,1
2022-09-03 20:24:00,2022-09-03 20:29:00,0,0,5 minutes
2022-09-03 20:20:00,2022-09-03 20:50:00,0,0,20 / 30 minutes
2022-09-03 19:00:00,2022-09-03 19:00:00,0,0,Few seconds
2022-09-03 17:00:00,2022-09-03 17:00:00,0,0,Every night all night
2022-09-03 00:50:00,2022-09-03 00:50:04,0,0,4 seconds
2022-09-02 22:30:00,2022-09-03 08:30:00,0,0,8-10 hours
2022-09-02 22:30:00,2022-09-02 23:00:00,0,0,30 minutes
2022-09-02 21:45:00,2022-09-02 21:45:00,0,0,One hour
2022-09-02 21:45:00,2022-09-02 21:50:00,0,0,5min
2022-09-02 21:00:00,2022-09-02 21:00:00,0,0,bright orb& shooting star
2022-09-02 21:00:00,2022-09-02 21:10:00,0,0,10 minutes approximately
2022-09-02 20:57:00,2022-09-02 21:01:00,0,0,4m
2022-09-02 20:40:00,2022-09-02 20:40:04,0,0,Roughly 3-4 seconds
2022-09-02 19:30:00,2022-09-02 19:30:00,0,0,One minutes
2022-09-02 19:21:00,2022-09-02 19:22:00,0,0,1 min. Approx
2022-09-02 18:20:00,2022-09-02 18:20:00,0,0,3 weeks comes and goes
2022-09-02 18:00:00,2022-09-02 18:05:00,0,0,5 minutes
2022-09-02 07:45:00,2022-09-02 08:05:00,0,0,About 15-20 minutes
2022-09-02 03:00:00,2022-09-02 03:00:00,0,0,Hours
2022-09-01 23:45:00,2022-09-01 23:45:03,0,0,About 3 seconds
2022-09-01 22:00:00,2022-09-01 23:00:00,0,0,1hr
2022-09-01 21:59:00,2022-09-01 22:01:00,0,0,2 mins
2022-09-01 21:09:00,2022-09-01 21:10:00,0,0,1 minute
2022-09-01 20:55:00,2022-09-01 21:00:00,0,0,5 minutes
2022-09-01 20:37:00,2022-09-01 20:40:00,0,0,approxamently 3 minutes
2022-09-01 19:56:00,2022-09-01 19:56:00,0,0,A few seconds.
2022-09-01 19:51:00,2022-09-01 19:53:00,0,0,2 mins approx
2022-09-01 19:31:00,2022-09-01 19:33:00,0,0,2 minutes
2022-09-01 18:22:00,2022-09-01 18:27:00,0,0,About 5 minutes
2022-09-01 18:12:00,2022-09-01 18:17:00,0,0,5 minutes
2022-09-01 09:14:00,2022-09-01 09:14:00,0,0,Duration of a minute or t
2022-09-01 08:00:00,2022-09-01 08:00:00,0,0,Duration of a minute or t
2022-09-01 02:43:00,2022-09-01 07:43:00,0,0,"Over 1,5 hours so far"
2022-09-01 01:30:00,2022-09-01 01:30:20,0,0,10-20 seconds
2022-09-01 01:23:00,2022-09-01 01:23:20,0,0,10-20 seconds
2022-08-31 23:32:00,2022-08-31 23:32:30,0,0,30 seconds
2022-08-31 23:15:00,2022-08-31 23:15:00,0,0,From 11:00 it still going
2022-08-31 22:59:00,2022-08-31 23:04:00,0,0,About 4 or 5 minutes
2022-08-31 22:47:00,2022-08-31 22:49:00,0,0,2 minutes
2022-08-31 22:11:00,2022-08-31 22:26:00,0,0,15 mins
2022-08-31 21:16:00,2022-08-31 21:16:00,0,0,Ongoing ufos nightly
2022-08-31 21:05:00,2022-08-31 21:15:00,0,0,10 minutes
2022-08-31 21:02:00,2022-08-31 21:02:25,0,0,Approximately 25 seconds
2022-08-31 21:00:00,2022-08-31 22:00:00,0,0,On/off over 1 hour
2022-08-31 20:30:00,2022-08-31 20:30:00,0,0,Only a few seconds
2022-08-31 20:00:00,2022-08-31 20:30:00,0,0,30 minutes
2022-08-31 19:48:00,2022-08-31 20:48:00,0,0,1 Minute
2022-08-31 19:35:00,2022-08-31 19:55:00,0,0,20 minutes
2022-08-31 19:24:00,2022-08-31 20:54:00,0,0,90 minutes
2022-08-31 06:00:00,2022-08-31 06:20:00,0,0,20 minutes
2022-08-31 03:46:00,2022-08-31 03:46:05,0,0,About 1 minute 5 sec
2022-08-30 23:30:00,2022-08-30 23:30:00,0,0,several minutes
2022-08-30 23:00:00,2022-08-30 23:01:00,0,0,1 minute
2022-08-30 22:53:00,2022-08-30 22:58:00,0,0,At least 5 minutes
2022-08-30 22:42:00,2022-08-30 22:42:30,0,0,About 30 seconds
2022-08-30 22:34:00,2022-08-30 22:35:00,0,0,Maybe around 1min and 30
2022-08-30 22:07:00,2022-08-30 22:37:00,0,0,15-30 minutes
2022-08-30 22:00:00,2022-08-30 22:00:00,0,0,Brief
2022-08-30 21:45:00,2022-08-30 21:50:00,0,0,5 minutes
2022-08-30 21:16:00,2022-08-30 21:17:00,0,0,1 min aproxx
2022-08-30 21:01:00,2022-08-30 21:01:25,0,0,25 seconds
2022-08-30 21:00:00,2022-08-30 21:00:05,0,0,5 second x2
2022-08-30 15:20:00,2022-08-30 15:20:05,0,0,5 secs
2022-08-30 08:51:00,2022-08-30 08:52:00,0,0,1 min approx
2022-08-30 08:07:00,2022-08-30 08:07:02,0,0,2 seconds
2022-08-30 07:45:00,2022-08-30 07:47:00,0,0,2 minutes
2022-08-30 05:26:00,2022-08-30 05:56:00,0,0,20-30 minutes
2022-08-30 05:10:00,2022-08-30 05:14:00,0,0,3 to 4 mins
2022-08-30 02:11:00,2022-08-30 02:13:00,0,0,2 mins
2022-08-30 01:30:00,2022-08-30 01:31:00,0,0,1 minute
2022-08-29 23:06:00,2022-08-29 23:14:00,0,0,8 minutes aprox.
2022-08-29 22:56:00,2022-08-29 22:56:02,0,0,2 seconds
2022-08-29 22:15:00,2022-08-29 22:15:07,0,0,7 seconds
2022-08-29 21:06:00,2022-08-29 21:21:00,0,0,15 min
2022-08-29 20:55:00,2022-08-29 20:55:00,0,0,2:48
2022-08-29 20:47:00,2022-08-29 20:47:00,0,0,Split second
2022-08-29 19:33:00,2022-08-29 19:33:20,0,0,More than 20 seconds.
2022-08-29 19:00:00,2022-08-29 19:00:00,0,0,a few minutes
2022-08-29 11:36:00,2022-08-29 11:39:00,0,0,3 minutes
2022-08-29 11:00:00,2022-08-29 21:00:00,0,0,8-10 hours
2022-08-29 09:26:00,2022-08-29 09:29:00,0,0,3 minutes
2022-08-29 06:15:00,2022-08-29 06:15:00,0,0,Bright object recorded
2022-08-29 05:18:00,2022-08-29 05:57:00,0,0,20 to 39 minutes
2022-08-29 02:03:00,2022-08-29 02:18:00,0,0,15 mins…
2022-08-29 00:30:00,2022-08-29 00:34:00,0,0,3-4 minutes
2022-08-28 23:04:00,2022-08-28 23:34:00,0,0,30 minutes
2022-08-28 21:45:00,2022-08-28 22:15:00,0,0,30 minutes
2022-08-28 20:48:00,2022-08-28 20:48:02,0,0,2 secs
2022-08-28 20:45:00,2022-08-28 20:55:00,0,0,Approx 10 minutes
2022-08-28 17:30:00,2022-08-28 22:30:00,0,0,1.5 hours
2022-08-28 12:39:00,2022-08-28 12:56:00,0,0,8 to 17 minutes
2022-08-28 12:34:00,2022-08-28 12:49:00,0,0,10-15 minutes
2022-08-28 10:30:00,2022-08-28 10:30:20,0,0,15-20 seconds
2022-08-28 09:40:00,2022-08-28 09:40:58,0,0,58 secs; 20 secs & 5 secs
2022-08-28 09:32:00,2022-08-28 09:36:00,0,0,2-4 minutes
2022-08-28 07:30:00,2022-08-28 07:33:00,0,0,3 min long
2022-08-28 07:22:00,2022-08-28 07:22:15,0,0,10-15 seconds
2022-08-28 03:30:00,2022-08-28 05:30:00,0,0,1 1/2 hour then tired
2022-08-28 01:50:00,2022-08-28 02:00:00,0,0,10+ minutes
2022-08-28 00:00:00,2022-08-28 00:20:00,0,0,20 minutes
2022-08-27 22:20:00,2022-08-27 22:20:00,0,0,Miami beach
2022-08-27 22:00:00,2022-08-27 22:00:00,0,0,Continuous
2022-08-27 21:01:00,2022-08-27 21:04:00,0,0,3 minutes
2022-08-27 21:00:00,2022-08-27 21:05:00,0,0,5 minutes
2022-08-27 21:00:00,2022-08-27 21:00:00,0,0,I was driving on 161
2022-08-27 20:59:00,2022-08-27 20:59:00,0,0,I was driving on 161
2022-08-27 20:57:00,2022-08-27 20:58:00,0,0,1 minute apporx.
2022-08-27 20:15:00,2022-08-27 20:15:00,0,0,A couple of minutes
2022-08-27 20:10:00,2022-08-27 20:10:00,0,0,Unknown
2022-08-27 19:30:00,2022-08-27 19:30:03,0,0,2 or 3 seconds
2022-08-27 17:39:00,2022-08-27 17:42:00,0,0,3 min
2022-08-27 09:14:00,2022-08-27 09:14:00,0,0,a second
2022-08-27 06:47:00,2022-08-27 06:47:05,0,0,5 seconds
2022-08-27 02:29:00,2022-08-27 02:29:20,0,0,Approximately 15 to 20 se
2022-08-27 01:27:00,2022-08-27 01:27:00,0,0,4:30
2022-08-27 00:00:00,2022-08-27 00:00:00,0,0,4:30
2022-08-26 22:12:00,2022-08-26 22:12:00,0,0,4:30
2022-08-26 21:45:00,2022-08-26 21:45:45,0,0,2 min 45 seconds video
2022-08-26 20:48:00,2022-08-26 20:48:00,0,0,One Minute
2022-08-26 20:45:00,2022-08-26 20:45:30,0,0,30 seconds
2022-08-26 19:29:00,2022-08-26 19:29:00,0,0,unsure
2022-08-26 19:15:00,2022-08-26 19:30:00,0,0,15 min
2022-08-26 16:28:00,2022-08-26 16:30:00,0,0,2 min
2022-08-26 12:30:00,2022-08-26 12:32:00,0,0,2 minites
2022-08-26 11:50:00,2022-08-26 11:50:00,0,0,A few hours
2022-08-26 02:07:00,2022-08-26 02:07:00,0,0,Still occurring
2022-08-26 01:00:00,2022-08-26 01:00:00,0,0,A couple minutes
2022-08-25 23:57:00,2022-08-26 00:02:00,0,0,3 to 5 minutes
2022-08-25 23:30:00,2022-08-25 23:30:00,0,0,Been every night since sa
2022-08-25 23:10:00,2022-08-25 23:10:10,0,0,10 Seconds
2022-08-25 21:50:00,2022-08-25 21:50:00,0,0,Few seconds
2022-08-25 21:15:00,2022-08-25 21:18:00,0,0,Approximately 3 minutes
2022-08-25 19:30:00,2022-08-25 19:32:00,0,0,2 minutes
2022-08-25 18:30:00,2022-08-25 18:32:00,0,0,2 minutes
2022-08-25 10:30:00,2022-08-25 10:30:00,0,0,A second
2022-08-25 01:16:00,2022-08-25 01:16:00,0,0,Five to six seconds
2022-08-25 00:00:00,2022-08-25 00:00:30,0,0,30 seconds
2022-08-25 00:00:00,2022-08-25 00:00:00,0,0,See pictures
2022-08-24 23:34:00,2022-08-24 23:39:00,0,0,5 minutes
2022-08-24 23:30:00,2022-08-25 00:00:00,0,0,30 minutes
2022-08-24 23:25:00,2022-08-24 23:25:54,0,0,.54 seconds
2022-08-24 23:00:00,2022-08-25 00:00:00,0,0,1 hour
2022-08-24 21:45:00,2022-08-24 21:45:04,0,0,About 3-4 seconds
2022-08-24 21:42:00,2022-08-24 22:12:00,0,0,Over 30 min
2022-08-24 21:30:00,2022-08-24 21:31:00,0,0,About 1 minute
2022-08-24 21:20:00,2022-08-24 21:20:20,0,0,20 seconds
2022-08-24 21:10:00,2022-08-24 21:20:00,0,0,5-10 minutes
2022-08-24 20:40:00,2022-08-24 20:40:00,0,0,A couple minutes
2022-08-24 18:51:00,2022-08-24 18:51:00,0,0,Not sure
2022-08-24 18:24:00,2022-08-24 18:24:00,0,0,Several pictures
2022-08-24 16:00:00,2022-08-24 16:01:00,0,0,1 minute
2022-08-24 15:16:00,2022-08-25 21:16:00,0,0,30 Minutes
2022-08-24 14:22:00,2022-08-24 14:22:00,0,0,A few seconds?
2022-08-24 06:50:00,2022-08-24 06:50:10,0,0,about 10 seconds
2022-08-24 03:30:00,2022-08-24 04:00:00,0,0,30 minutes
2022-08-24 03:00:00,2022-08-24 03:30:00,0,0,30 minutes
2022-08-24 00:09:00,2022-08-24 00:10:00,0,0,Around 1 minute
