"influences";"influenced"
"Daniel W. Stroock";"Kiyosi Itô"
"Daniel W. Stroock";"Paul Malliavin"
"Daniele A";"Hyman Minsky"
"Dariush Shayegan";"Seyyed Hossein N"
"David A. Kol";"Kurt Lewin"
"David C. Jew";"Zlatko Tesanov"
"David Collier (political scientist)";"Stein Rokkan"
"David D. Friedman";"Milton Friedman"
"David G";"Bob Black"
"David Hum";"Sextus Em"
"David Hum";"Michel de Montaign"
"David Lewis-William";"Patricia Vinnicom"
"David Lewis (philosopher)";"P. F. Strawson"
"David M. Halperin";"Michel Foucaul"
"David Papin";"Ian Hackin"
"David Suzuk";"Ian McTaggart-Cowan"
"Debabrata B";"Oscar Kempthorn"
"Debiprasad Chattopadhyay";"Krishna Chandra Bhattachary"
"Constantino Mpodoz";"Humberto Fuenzal"
"Denis Miévill";"Stanisław Leśniewsk"
"Vannevar B";"Paul Otl"
"Virginia Woolf";"Michel de Montaign"
"Vol";"Michel de Montaign"
"Walter James, 4th Baron Northbourn";"Seyyed Hossein N"
"Wanda Orlikowsk";"Stephen R. Barley"
"Wang Fuz";"Zhu X"
"Wang Yangmin";"Zhu X"
"Warren Weav";"Paul Otl"
"Scott J. S";"Michael Bratman"
"Thomas T. Sekin";"Kozo Un"
"Geoffrey M. Heal";"Graciela Chichilnisky"
"Nomy Arpaly";"Michael Bratman"
"Deepak Nayy";"Paul Streeten"
"Dell Hym";"Roman Jakobson"
"Dem";"Parmen"
"Denis Sargan";"Roy C. Geary"
"Harry Bakwin";"Ronald MacK"
"Waleed El-Ansary";"Seyyed Hossein N"
"Jean-Louis Michon";"Seyyed Hossein N"
"Poul Martin Møll";"Immanuel Hermann F"
"Stephen Mulhall";"Stanley Cavell"
"İbrahim Özdem";"Seyyed Hossein N"
"Hans Föllm";"Kiyosi Itô"
"Alan Greenspan";"Milton Friedman"
"Alan S. Kaufman";"David Wechsl"
"Alan W";"Zhuang Z"
"Albert Cam";"Michel de Montaign"
"Albert O. Hirschman";"Michel de Montaign"
"Alberto Edw";"Oswald Spengl"
"Aleister Crowley";"Zhuang Z"
"Alex Bavel";"Kurt Lewin"
"Alexander Pushkin";"Michel de Montaign"
"Alexis de Tocquevill";"Blaise Pascal"
"Alexius Meinon";"Parmen"
"Alfred Eichn";"Michał Kaleck"
"Alice Crary";"Stanley Cavell"
"Alice Crary";"James F. Conan"
"Arthur Korn";"Severo O"
"Arthur Schopen";"Immanuel Kan"
"Arthur Schopen";"Gottlob Ernst Schulz"
"Arthur Schopen";"Zhu X"
"Asle Sudbø";"Zlatko Tesanov"
"Athanasios Asimakopul";"Michał Kaleck"
"Athanasios Asimakopul";"Roy H"
"August Kun";"Knut Ångström"
"August Strin";"Otto Weinin"
"Augusto Pin";"Milton Friedman"
"Av";"Ibn al-Haytham"
"Avital Ronell";"Hélène Cix"
"Aydın Sayılı";"Sevim Tekel"
"Ben Bernank";"Milton Friedman"
"Bernard Bolzan";"Immanuel Kan"
"Bernard L";"Silvio Gesell"
"Bernard Stiegl";"Paul Viril"
"Bernard William";"Stanley Cavell"
"Bertrand Lemenn";"Pascal Salin"
"Bhagat Sin";"Mikhail Bakunin"
"Al-Khazin";"Ibn al-Haytham"
"Francis Bacon";"Michel de Montaign"
"Francis Crick";"Seymour Benz"
"Francis Parker Yockey";"Oswald Spengl"
"Franciscus Sylv";"Paracel"
"Frank M";"Patrick G"
"Franz Kafk";"Otto G"
"Fred Kil";"Paul Otl"
"Friedrich Eduard Benek";"Immanuel Kan"
"Friedrich Hayek";"Othmar Spann"
"Friedrich Hayek";"Knut Wicksell"
"Friedrich Heinrich J";"Immanuel Kan"
"Friedrich Nietz";"Olga Plüm"
"Friedrich Nietz";"Sextus Em"
"Friedrich Nietz";"Michel de Montaign"
"Friedrich Schlegel";"Immanuel Kan"
"Friedrich Schleierm";"Immanuel Kan"
"Friedrich Wilhelm Joseph Schellin";"Immanuel Kan"
"Fritz Perl";"Kurt Lewin"
"Fulton J. Sheen";"Michel de Montaign"
"Félix G";"Ilya Prigogin"
"Félix G";"Michel Foucaul"
"G. H. Hardy";"Srinivasa Ramanujan"
"Gai Eaton";"Seyyed Hossein N"
"Gary Beck";"Milton Friedman"
"Gaston Bachel";"Hélène Metz"
"Georg Henrik von W";"Oswald Spengl"
"Georg Wilhelm Friedrich Hegel";"Sextus Em"
"Georg Wilhelm Friedrich Hegel";"Immanuel Kan"
"George F. Kennan";"Oswald Spengl"
"George MacDonal";"Michel de Montaign"
"Georgy Flyorov";"Igor Kurchatov"
"Ha-Joon Chan";"Hyman Minsky"
"Hafez al-A";"Zaki al-Arsuz"
"Hajime Tan";"Kitaro N"
"Hanna Fenichel Pitkin";"Sheldon Wolin"
"Hannah Aren";"Michel de Montaign"
"Hans-Hermann H";"Paul Lorenzen"
"Hans Reichen";"Kurt Grellin"
"Hans Sl";"Michael Dumm"
"Hans Urs von Bal";"Origen"
"Harold Hongju K";"Mirjan Damašk"
"Harvey R. Brown";"Michael R"
"Hayden W";"Michael Oak"
"Sadaf Farooq";"Stephen O'Rahilly"
"Salah J";"Zaki al-Arsuz"
"Salah al-Din al-B";"Zaki al-Arsuz"
"Salomon Maimon";"Immanuel Kan"
"Salvador Dalí";"Otto Rank"
"Samuel Beck";"Otto Rank"
"Sandra L";"Stanley Cavell"
"Sydney Brenn";"Seymour Benz"
"Sydney Brenn";"Warwick L. Nichol"
"Syed Nomanul Haq";"Seyyed Hossein N"
"Sándor Ferencz";"Otto Rank"
"Talal A";"Michel Foucaul"
"Ted Hon";"P. F. Strawson"
"Ted Nelson";"Paul Otl"
"Wendy Brown (political theorist)";"Sheldon Wolin"
"Whitall Perry";"Seyyed Hossein N"
"Wilhelm R";"Otto G"
"Wilhelm Windelban";"Kuno F"
"Willard Van Orman Quin";"Rudolf Carn"
"William Chittick";"Seyyed Hossein N"
"William F. Buckley J";"Milton Friedman"
"William F. Buckley J";"Russell Kirk"
"William Harvey";"Galen"
"William Hazl";"Michel de Montaign"
"William Jam";"Blaise Pascal"
"William Lane C";"Luis de Molin"
"William Lane C";"Blaise Pascal"
"William Lane C";"Milič Čapek"
"William MacGillivray";"George Montagu (naturalist)"
"William Shak";"Michel de Montaign"
"William T. Stearn";"Humphrey Gilbert-C"
"William Thomson, 1st Baron Kelvin";"Humphry Davy"
"Eleanor Josephine Macdonal";"Shields Warren"
"Sachiko M";"Seyyed Hossein N"
"Mohammed Rustom";"Seyyed Hossein N"
"Anna Schwartz";"Milton Friedman"
"Antonin Scal";"Russell Kirk"
"Apul";"Sextus of Chaeron"
"Arda Denkel";"P. F. Strawson"
"Arnaud Desplechin";"Stanley Cavell"
"Arnold Davidson";"Stanley Cavell"
"Arnold J. Toyn";"Oswald Spengl"
"Emma Goldman";"Mikhail Bakunin"
"Emmanuel Macron";"Paul Ricœ"
"Empedocl";"Parmen"
"Enes Karić";"Seyyed Hossein N"
"Enrique Dussel";"Mohammed Abed al-J"
"Erasm";"Origen"
"Eric Hoff";"Michel de Montaign"
"Eric T";"Kurt Lewin"
"Eric Voegelin";"Othmar Spann"
"Ernest Beck";"Otto Rank"
"Ernst Jün";"Oswald Spengl"
"Errico Mal";"Mikhail Bakunin"
"Ervin László";"Ludwig von Bertalanffy"
"Evelyn Underhill";"Rudolf Christoph Eucken"
"Andrzej Walick";"Stanisław Brzozowski (writer)"
"Gerald Westbury";"Stanford C"
"Gerard Salton";"Paul Otl"
"Gertrude Himmelf";"Michael Oak"
"Gholam-Ali Haddad-Adel";"Seyyed Hossein N"
"Gilles Deleuz";"Ilya Prigogin"
"Gilles Deleuz";"Michel Foucaul"
"Gilles Deleuz";"Milič Čapek"
"Gilles Saint-Paul";"Michael J. P"
"Giorgio Agamben";"Michel Foucaul"
"Giorgio Agamben";"Paracel"
"Giorgio Agamben";"Roman Jakobson"
"Giuseppe Toniol";"Luigi Taparell"
"Gore Vidal";"Michel de Montaign"
"Gottfried F";"Silvio Gesell"
"Gottfried Haberl";"Othmar Spann"
"Gottfried Wilhelm Leibniz";"Blaise Pascal"
"Gottfried Wilhelm Leibniz";"Zhu X"
"Gottlob F";"Immanuel Kan"
"Gottlob F";"Kuno F"
"Marc Lav";"Michał Kaleck"
"Marc Y";"Kiyosi Itô"
"Marc Y";"Paul Lévy (mathematician)"
"Marcus Aurel";"Sextus of Chaeron"
"Margaret A";"Roy Bhask"
"Margaret T";"Michael Oak"
"Margaret T";"Milton Friedman"
"Mark K";"Paul Ehrenf"
"Mark Twain";"Michel de Montaign"
"Mart L";"Milton Friedman"
"Martha Graham";"Otto Rank"
"Martha S. Feldman";"Stephen R. Barley"
"Martin Chalf";"Douglas P"
"Martin H";"Immanuel Kan"
"Martin H";"Zhuang Z"
"Mary G. Dietz";"Sheldon Wolin"
"Masao A";"Kitaro N"
"Pl";"Parmen"
"Plotin";"Parmen"
"Pope Benedict XVI";"Origen"
"Pope Leo XIII";"Luigi Taparell"
"Terrence Malick";"Stanley Cavell"
"Urie Bronfenbrenn";"Kurt Lewin"
"Dragoslav Srejović";"Miloje Vasić"
"Pope Dionysius of Alexan";"Origen"
"Stephen Darwall";"Kurt B"
"John George Macl";"Stanley Davidson"
"Martin Hollis (philosopher)";"P. F. Strawson"
"Maximus of E";"Iambl"
"Melissus of Sam";"Parmen"
"Paolo da Pergol";"Paul of Ven"
"Gabriel François Venel";"Paracel"
"James Grier Mill";"Ludwig von Bertalanffy"
"Gregory of Nazianz";"Origen"
"Lisa Mon";"Marina Wolf"
"Branko Merxhan";"Ziya Gökal"
"Bronisław Malinowsk";"Charles Gabriel Seligman"
"Bruce Beutl";"Patricia G. S"
"Bruno L";"Michel S"
"Adam Haslmay";"Paracel"
"Jacques D";"Hélène Cix"
"Jacques D";"Kostas Axel"
"Jacques D";"Paul Ricœ"
"Jacques Lacan";"Roman Jakobson"
"Jacques Ranciè";"Michel Foucaul"
"Jakob Sigismund Beck";"Immanuel Kan"
"James Clerk Maxwell";"Michael Faraday"
"James Joy";"Otto Weinin"
"James M. Buchanan";"Knut Wicksell"
"James Winston M";"Seyyed Hossein N"
"Jan Baptist van Helmon";"Paracel"
"Jan Kregel";"Michał Kaleck"
"Jan Tinbergen";"Oskar R. Lan"
"Jane Bennett (political theorist)";"Paracel"
"Jay Wright F";"Ludwig von Bertalanffy"
"Jean-François Ly";"Michel de Montaign"
"Jean-Jacques R";"Michel de Montaign"
"Jean-Luc Marion";"Michel Henry"
"Jean-Michel Bism";"Kiyosi Itô"
"Jean-Paul S";"Michel de Montaign"
"Jean Mesl";"Michel de Montaign"
"Kazimierz Łask";"Michał Kaleck"
"Keiji Nishitan";"Kitaro N"
"Keith Donnellan";"P. F. Strawson"
"Kenneth E. Bouldin";"Ludwig von Bertalanffy"
"Matthew Fox (priest)";"Otto Rank"
"Maurice Cowlin";"Michael Oak"
"Maurice Merleau-Ponty";"Kurt Koffk"
"Max Planck";"Paul Benioff"
"Max Schel";"Rudolf Christoph Eucken"
"Maximus the Conf";"Origen"
"Mel Bradf";"Russell Kirk"
"Caner Dagl";"Seyyed Hossein N"
"Ralph Kron";"Paul Ehrenf"
"Ralph Waldo Emerson";"Michel de Montaign"
"Ray B";"Paul Churchlan"
"Raymond Unwin";"Patrick G"
"René D";"Sextus Em"
"René D";"Michel de Montaign"
"Paul Boghossian";"Paul Benacerraf"
"Shimshon Bichl";"Michał Kaleck"
"Michael F";"Stanley Cavell"
"Paul W. Frank";"Stanley Cavell"
"Marc Shell";"Stanley Cavell"
"Matthias Joseph Scheeben";"Luigi Taparell"
"Oswald von Nell-Breunin";"Luigi Taparell"
"Tom Kirkw";"Michael Bulm"
"A. S. Neill";"Mikhail Bakunin"
"Nikolaas Tinbergen";"Oskar Hein"
"Nikolas Kom";"Stanley Cavell"
"Noam Chomsky";"Mikhail Bakunin"
"Noam Chomsky";"Roman Jakobson"
"Norman Faircl";"Michael Halliday"
"Norman Finkelstein";"Paul Sweezy"
"Northrop Fry";"Oswald Spengl"
"Nuh Ha Mim Kell";"Seyyed Hossein N"
"Paul Guy";"Stanley Cavell"
"Paul Guy";"Immanuel Kan"
"Warren Goldf";"Ludwig Wittgenstein"
"Francisco Hervé";"Humberto Fuenzal"
"Him";"Sextus of Chaeron"
"Paul Horw";"Ludwig Wittgenstein"
"Shin'ichi Hisam";"Kitaro N"
"Léon Abel Provan";"William Couper (naturalist)"
"Michael Neil F";"Michael F"
"Quill Kukl";"Ludwig Wittgenstein"
"Claude Esteban";"Stanley Cavell"
"Claude Lévi-S";"Roman Jakobson"
"Colin McGinn";"P. F. Strawson"
"Constantine San";"Ludwig Wittgenstein"
"Alice Am";"Ludwig Wittgenstein"
"John Kenneth Gal";"Michał Kaleck"
"John Maynard Keyn";"Silvio Gesell"
"John Maynard Keyn";"Knut Wicksell"
"John Maynard Keyn";"Michał Kaleck"
"John Maynard Keyn";"Michel de Montaign"
"John McDowell";"Ludwig Wittgenstein"
"John McDowell";"P. F. Strawson"
"John Peckham";"Ibn al-Haytham"
"John Pentland Mahaffy";"Kuno F"
"John Perry (philosopher)";"Héctor-Neri Castañ"
"John R. P. Fren";"Kurt Lewin"
"John Rawl";"Immanuel Kan"
"John Scotus Eriugen";"Origen"
"John Searl";"Ludwig Wittgenstein"
"John Searl";"P. F. Strawson"
"Jon F";"Ludwig Wittgenstein"
"Jonathan Ashm";"Paul F"
"Jonathan Bowen";"Hussein Zedan"
"Jonathan L";"Ludwig Wittgenstein"
"Josef Steindl";"Michał Kaleck"
"Joseph E. B. Lum";"Seyyed Hossein N"
"Joseph Green";"Roman Jakobson"
"Joseph K";"Ludwig Wittgenstein"
"Joseph Margol";"Ludwig Wittgenstein"
"Joseph Needham";"Zhu X"
"Joseph Stiglitz";"Michael James Farrell"
"Joseph de M";"Michel de Montaign"
"José Ortega y G";"Oswald Spengl"
"José Ortega y G";"Miguel de Unamun"
"José Saram";"Michel de Montaign"
"Joxe Azurmen";"Miguel de Unamun"
"Judith Butl";"Michel Foucaul"
"Jules Vuillemin";"Ludwig Wittgenstein"
"Julia Kristev";"Mikhail Bakhtin"
"Saul Kripk";"Ludwig Wittgenstein"
"Saul Kripk";"Ruth Barcan M"
"Sayyed Jalal-ed-Din Ashtian";"Seyyed Hossein N"
"Scott Sumn";"Milton Friedman"
"Sergey Nechayev";"Mikhail Bakunin"
"Eduard Zell";"Immanuel Kan"
"Fazlun Khal";"Seyyed Hossein N"
"Gholamreza Aavan";"Seyyed Hossein N"
"Gideon Rosen";"Paul Benacerraf"
"Gilles-Gaston Gran";"Ludwig Wittgenstein"
"Krzysztof Palczewsk";"Paul Hargrav"
"Matteo L";"Luigi Taparell"
"Peter Gelderl";"Bob Black"
"Richard E. Flathman";"Michael Oak"
"Barbara Branden";"Sidney Hook"
"Barbara Herman";"Stanley Cavell"
"Barry Smith (ontologist)";"Michael Dumm"
"Basil of C";"Origen"
"Abel J. Jon";"Rudolf Christoph Eucken"
"Iris M";"Ludwig Wittgenstein"
"Irvin D. Yalom";"Otto Rank"
"Isaac Asimov";"Michel de Montaign"
"Ivan Wallin";"Konstantin Mereschkowsk"
"J. Bradford DeLon";"Milton Friedman"
"J. C. R. Lickl";"Paul Otl"
"J. G. A. Pocock";"Michael Oak"
"J. R. Martin";"Michael Halliday"
"Jack Amarigl";"Stephen Resnick"
"Montesq";"Michel de Montaign"
"Morris Hall";"Roman Jakobson"
"Morris Janowitz";"Sidney Hook"
"Murray R";"Zhuang Z"
"Mustafa Kemal Atatürk";"Ziya Gökal"
"Muzaffar Iqbal";"Seyyed Hossein N"
"Nassim Nicholas Tal";"Sextus Em"
"Nassim Nicholas Tal";"Michel de Montaign"
"Cheng Yi (philosopher)";"Zhou Duny"
"Colin McLarty";"Miles R"
"Tony Lan";"Michael James Farrell"
"Toshihiko Iz";"Seyyed Hossein N"
"Toshisada N";"Kinji Iman"
"Tristan G";"Ludwig Wittgenstein"
"Tsung-Dao L";"Shu Xin"
"Tu Weimin";"Zhu X"
"Txill";"Miguel de Unamun"
"Tzvetan Todorov";"Mikhail Bakhtin"
"Isabelle Sten";"Ilya Prigogin"
"Isabelle Sten";"Michel S"
"Isabelle Sten";"Milič Čapek"
"John O'Neill (philosopher)";"Otto N"
"Rahel J";"Ludwig Wittgenstein"
"Ramchandra Gan";"P. F. Strawson"
"John Daniel Morell";"Immanuel Hermann F"
"Abba P. Lern";"Oskar R. Lan"
"Abdurrahman W";"Seyyed Hossein N"
"Abraham Maslow";"Kurt Lewin"
"Abu Turab al-Z";"Sibaway"
"Adam Ferguson";"William Cleghorn"
"Adam Sm";"Michel de Montaign"
"Adrian Vermeul";"Ronald Dworkin"
"Afrikan S";"Immanuel Kan"
"Ahmed A";"Michel Rayn"
"C. H. Dougl";"Silvio Gesell"
"C. H. Dougl";"Michel de Montaign"
"Ch'ien M";"Zhu X"
"Chantal Mouff";"Ludwig Wittgenstein"
"Charles-Eusèbe Dionn";"William Couper (naturalist)"
"Charles Bernstein (poet)";"Stanley Cavell"
"Charles Darwin";"Michel de Montaign"
"Charles Sanders P";"Immanuel Kan"
"Charles Scott Sherrington";"Rudolf Virchow"
"Charles Taylor (philosopher)";"Ludwig Wittgenstein"
"Charles Taylor (philosopher)";"George Paxton Youn"
"Charlie Mun";"Roscoe Poun"
"Cheng H";"Zhou Duny"
"Chris H";"Sheldon Wolin"
"Chris Lin";"Patrick M"
"Christian Wolff (philosopher)";"Zhu X"
"Christiane Bonnell";"Yvette C"
"Christopher Peacock";"Michael Dumm"
"Steve Keen";"Hyman Minsky"
"Steve R";"Ludwig Wittgenstein"
"Steven Conn";"Michel S"
"Steven Novell";"Paul Kurtz"
"Suzanne B";"Paul Otl"
"Joshua Kn";"P. F. Strawson"
"Nancy Bauer (philosopher)";"Ludwig Wittgenstein"
"Nancy Bauer (philosopher)";"Stanley Cavell"
"Kristóf Nyí";"Ludwig Wittgenstein"
"Pierre Lévy";"Michel S"
"H. Newell Martin";"Michael Foster (physiologist)"
"Carl Jun";"Otto G"
"Carl Jun";"Otto Rank"
"Carl R";"Otto Rank"
"Carl Sagan";"Paul Kurtz"
"Carlo Caf";"Mikhail Bakunin"
"Carlo Pen";"Michael Dumm"
"Carlos Kell";"Oswald Spengl"
"Hubert Dreyf";"Michel Foucaul"
"L. Harold DeWolf";"Edgar S. Brightman"
"L. Randall Wray";"Hyman Minsky"
"Laleh Bak";"Seyyed Hossein N"
"Lance Taylor (economist)";"Michał Kaleck"
"Lars Pålsson Syll";"Hyman Minsky"
"Laurence Mey";"Hyman Minsky"
"Lawrence Durrell";"Otto Rank"
"Lawrence Klein";"Michał Kaleck"
"Lawrence Skl";"Paul Benacerraf"
"Stephen Toulmin";"Ludwig Wittgenstein"
"Gary Mark";"Stein Rokkan"
"Henry M";"Origen"
"Herman Dooyew";"Othmar Spann"
"Sati' al-H";"Ziya Gökal"
"Don Patinkin";"Oskar R. Lan"
"Donald Davidson (philosopher)";"Ludwig Wittgenstein"
"Donald P";"Humphrey Gilbert-C"
"Douglas Engel";"Paul Otl"
"Draga Garašanin";"Miloje Vasić"
"Drew Lyn";"Stephen Lynch (musician)"
"E. E. Evans-P";"Charles Gabriel Seligman"
"E. P. Thompson";"Mikhail Bakunin"
"Simon Glendinnin";"Ludwig Wittgenstein"
"Simon Saun";"Michael R"
"Simone Weil";"Héloï"
"Cressida Hey";"Ludwig Wittgenstein"
"Gregory of Ny";"Origen"
"Jonathan Nitzan";"Michał Kaleck"
"Precision medicin";"Yves A. L"
"Jan Wacław Machajsk";"Mikhail Bakunin"
"Nicolas Ruw";"Roman Jakobson"
"Philodem";"Zeno of Sidon"
"Cora Diamon";"Ludwig Wittgenstein"
"Cora Diamon";"Stanley Cavell"
"Cornel W";"Sheldon Wolin"
"Cornel W";"Stanley Cavell"
"Crispin W";"Ludwig Wittgenstein"
"Crispin W";"Michael Dumm"
"Curtis Yarvin";"Paul Gottf"
"Czesław Miłosz";"Stanisław Brzozowski (writer)"
"D. H. Lawren";"Otto G"
"Gregory Thaum";"Origen"
"Gunnar Myrdal";"Knut Wicksell"
"Gwen Harw";"Ludwig Wittgenstein"
"H. L. A. H";"Ludwig Wittgenstein"
"H. P. Lovecraf";"Oswald Spengl"
"Arthur T";"Otto Weinin"
"Henri Bergson";"Blaise Pascal"
"Henri Lefebv";"Kostas Axel"
"Henry Corbin";"Seyyed Hossein N"
"Henry Kissin";"Oswald Spengl"
"Henry Mill";"Oswald Spengl"
"Henry Mill";"Otto Rank"
"Henry Rz";"Michael J. S. Dew"
"Hent de V";"Stanley Cavell"
"Herbert M";"Mikhail Bakunin"
"Herbert Stein";"Milton Friedman"
"Hermann Grapow";"Pahor L"
"Hermann Lotz";"Christian Hermann W"
"Hermann Ul";"Immanuel Hermann F"
"Hernando de Soto (economist)";"Milton Friedman"
"Herodes A";"Sextus of Chaeron"
"Hilary Putnam";"Ludwig Wittgenstein"
"Hilary Putnam";"Stanley Cavell"
"Léon Brunschv";"Blaise Pascal"
"Makoto I";"Kozo Un"
"Malcolm X";"Oswald Spengl"
"Richard D. Wolff";"Paul A. Baran"
"Richard D. Wolff";"Paul Sweezy"
"Richard David P";"Michael Sandel"
"Richard Feynman";"Seymour Benz"
"Richard Feynman";"Roman Glazman"
"Richard J. Bernstein";"Ludwig Wittgenstein"
"Richard Kahn, Baron Kahn";"Michał Kaleck"
"Richard L. Hoffman";"C. A. W. Jeekel"
"Richard Rorty";"Ludwig Wittgenstein"
"Richard Ston";"Roy C. Geary"
"Rick Santorum";"Russell Kirk"
"Robert Alexy";"Ronald Dworkin"
"Robert Boyl";"Otto von Guerick"
"Robert Brandom";"Ludwig Wittgenstein"
"Robert C. Merton";"Kiyosi Itô"
"Robert H. Gardn";"Stanley Cavell"
"Robert Jay Mathew";"Oswald Spengl"
"Robert M. Hayes (information scientist)";"Paul Otl"
"Robert Morris (artist)";"Ludwig Wittgenstein"
"Robert Novak";"Russell Kirk"
"Robin Hahnel";"Oskar R. Lan"
"Robin Hahnel";"Michał Kaleck"
"Robin Hahnel";"Paul Sweezy"
"Roger Bacon";"Ibn al-Haytham"
"Roger Scruton";"Russell Kirk"
"Roger Y. Tsien";"Douglas P"
"Roland B";"Roman Jakobson"
"Rollo May";"Otto Rank"
"Pierre Charron";"Michel de Montaign"
"Reynaldo C";"Humberto Fuenzal"
"Michael Bucklan";"Paul Otl"
"Khwaja Abdul Ghaffar Naqshban";"Fazal Ali Q"
"J. David Velleman";"Michael Bratman"
"Ewan Birney";"Iain Donald Campbell"
"Ewan Birney";"Toby Gibson"
"Jeremy Waldron";"Ronald Dworkin"
"Jerome C";"Russell Kirk"
"Joan Robinson";"Luigi Am"
"Joan Robinson";"Michał Kaleck"
"Joan Tron";"Sheldon Wolin"
"Johann Gottfried H";"Immanuel Kan"
"Johann Gottlieb F";"Immanuel Kan"
"Johann Gottlieb F";"Gottlob Ernst Schulz"
"Johannes Baptista Montan";"Galen"
"Johannes Kepl";"Ibn al-Haytham"
"John A. Kn";"Roman Glazman"
"John Bell H";"Othniel Charles M"
"John Bellamy F";"Paul Sweezy"
"John C";"Ludwig Wittgenstein"
"John D. Boice J";"Shields Warren"
"John Derby";"Russell Kirk"
"John Earman";"Paul Benacerraf"
"John Eatwell, Baron Eatwell";"Michał Kaleck"
"John Gray (philosopher)";"Michael Oak"
"John Henry Newman";"Michel de Montaign"
"Leo S";"Oswald Spengl"
"Leo S";"Michael Oak"
"Leszek Kołakowsk";"Stanisław Brzozowski (writer)"
"Lev Lan";"Roman Glazman"
"Lev Vygotsky";"Kurt Koffk"
"Lewis Mumf";"Patrick G"
"Lionel Trillin";"Sidney Hook"
"Neil Burgess (neuroscientist)";"Graham H"
"Neil Postman";"Mikhail Bakunin"
"Nella Larsen";"Otto Rank"
"Nelson Goodman";"Rudolf Carn"
"Nicholas Kal";"Michał Kaleck"
"Niftaway";"Sibaway"
"Percy Newberry";"Pahor L"
"Peter Abel";"Héloï"
"Peter Druck";"Russell L. Ackoff"
"Peter Hack";"Ludwig Wittgenstein"
"Peter Kropotkin";"Mikhail Bakunin"
"P";"Héloï"
"Philipp Heck";"Rudolf von Jherin"
"Philippa F";"Ludwig Wittgenstein"
"Phillip Griff";"Shiing-Shen Chern"
"Piero Sraff";"Michał Kaleck"
"Pierre B";"Ludwig Wittgenstein"
"Pierre B";"Michel Foucaul"
"Pierre B";"P. F. Strawson"
"Pierre Duhem";"Blaise Pascal"
"Pierre H";"Ludwig Wittgenstein"
"Pierre Klossowsk";"Ludwig Wittgenstein"
"Procl";"Iambl"
"Quentin Skinn";"Ludwig Wittgenstein"
"R. D. Lain";"Otto Rank"
"Rae Langton";"Stanley Cavell"
"Theodor W. Adorn";"Oswald Spengl"
"Thomas Aquin";"Héloï"
"Thomas Bewick";"George Montagu (naturalist)"
"Thomas Brown";"Paracel"
"Thomas Kuhn";"Ludwig Wittgenstein"
"Thomas Kuhn";"Stanley Cavell"
"Thomas Kuhn";"Hélène Metz"
"Thomas Kuhn";"Rudolf Carn"
"Thomas Mann";"Mario Szenessy"
"Thomas Muff";"Paracel"
"Thomas Pynchon";"Ludwig Wittgenstein"
"Thomas Sowell";"Milton Friedman"
"Tian Gan";"Shiing-Shen Chern"
"Tim Berners-L";"Paul Otl"
"Timothy Gow";"Ludwig Wittgenstein"
"Timothy Williamson";"Michael Dumm"
"Timothy Williamson";"Ruth Barcan M"
"William Yarrell";"George Montagu (naturalist)"
"Xavier Gabaix";"Sherwin Rosen"
"Yanis Varoufak";"Michał Kaleck"
"Yanis Varoufak";"Paul Sweezy"
"Seigō Nakan";"Ikki K"
"Maurice O'Connor Drury";"Ludwig Wittgenstein"
"Suzanne Scotchm";"Birgit Grodal"
"Eberhard V";"Michael Antonio Sav"
"Ed Miliban";"Michael Sandel"
"Edgar Morin";"Kostas Axel"
"Edmund Husserl";"Sextus Em"
"Eduard Hitz";"Rudolf Virchow"
"Eduardo Paolozz";"Ludwig Wittgenstein"
"Edward Gibbon";"Michel de Montaign"
"Edward S";"Michel Foucaul"
"Elaine Scarry";"Ludwig Wittgenstein"
"Ellsworth Dougherty";"Warwick L. Nichol"
"Anat Biletzk";"Ludwig Wittgenstein"
"Anatol R";"Ludwig von Bertalanffy"
"Andrea Al";"Ibn al-Bay"
"Julius Büdel";"Siegfried P"
"Julius Evol";"Oswald Spengl"
"Julius Evol";"Otto Weinin"
"Jun Tosak";"Kitaro N"
"Jürgen Haberm";"Ludwig Wittgenstein"
"Jürgen Haberm";"Immanuel Kan"
"Kamāl al-Dīn al-Fārisī";"Ibn al-Haytham"
"Kanysh Satbayev";"Shafik Chokin"
"Karl Haushof";"Oswald Spengl"
"Karl J";"Immanuel Kan"
"Karl K";"Mikhail Bakunin"
"Karl Leonhard Reinhol";"Immanuel Kan"
"Karl Marx";"Michel de Montaign"
"Karl P";"Immanuel Kan"
"Karl P";"Parmen"
"Karl Rahn";"Origen"
"Luce López-Baral";"Seyyed Hossein N"
"Luciano Fl";"Michael Dumm"
"Luciano Fl";"Paul Otl"
"Ludwig Wittgenstein";"Oswald Spengl"
"Ludwig Wittgenstein";"Otto Weinin"
"Luigi Pasin";"Michał Kaleck"
"Lynn Margul";"Konstantin Mereschkowsk"
"C.M.I.M. Matthiessen";"Michael Halliday"
"C. West Churchman";"Ludwig von Bertalanffy"
"Oets Kolk Bouwsm";"Ludwig Wittgenstein"
"Olavo de Carval";"Russell Kirk"
"Oliver E. Williamson";"Ian Roderick Macneil"
"Oliver Wendell Holmes J";"Zechariah Chaf"
"Olke C. Uhlenbeck";"Ignacio Tinoco J"
"Omar Khayyam";"Ibn al-Haytham"
"Oskar Morgenstern";"Othmar Spann"
"Oswald Mosley";"Oswald Spengl"
"Shinzo Watan";"Paul Malliavin"
"Shizuteru U";"Kitaro N"
